Anchor,Positive,Negative
dataset\big_gan\big\biggan-spectrum\524\img004735.jpg,dataset\taming_transformer\tt-cc_spectrum\969\img048326.jpg,dataset\coco\coco\coco2017\train_spectrum\img061799.jpg
dataset\taming_transformer\tt-cc_spectrum\646\img030400.jpg,dataset\taming_transformer\tt-cc_spectrum\760\img036765.jpg,dataset\coco\coco\coco2017\train_spectrum\img133704.jpg
dataset\latent_diffusion\latentdiff_spectrum\541\img004922.jpg,dataset\big_gan\big\biggan-spectrum\496\img004416.jpg,dataset\coco\coco\coco2017\train_spectrum\img081906.jpg
dataset\big_gan\big\biggan-spectrum\253\img001720.jpg,dataset\latent_diffusion\latentdiff_spectrum\493\img004385.jpg,dataset\coco\coco\coco2017\train_spectrum\img099881.jpg
dataset\big_gan\big\biggan-spectrum\759\img007335.jpg,dataset\latent_diffusion\latentdiff_spectrum\647\img006097.jpg,dataset\coco\coco\coco2017\train_spectrum\img116849.jpg
dataset\latent_diffusion\latentdiff_spectrum\743\img007161.jpg,dataset\taming_transformer\tt-cc_spectrum\147\img002744.jpg,dataset\coco\coco\coco2017\train_spectrum\img134287.jpg
dataset\big_gan\big\biggan-spectrum\345\img002747.jpg,dataset\big_gan\big\biggan-spectrum\970\img009688.jpg,dataset\coco\coco\coco2017\train_spectrum\img042647.jpg
dataset\big_gan\big\biggan-spectrum\646\img006083.jpg,dataset\big_gan\big\biggan-spectrum\589\img005445.jpg,dataset\coco\coco\coco2017\train_spectrum\img104757.jpg
dataset\latent_diffusion\latentdiff_spectrum\248\img001666.jpg,dataset\big_gan\big\biggan-spectrum\101\img000044.jpg,dataset\coco\coco\coco2017\train_spectrum\img158423.jpg
dataset\taming_transformer\tt-cc_spectrum\246\img008235.jpg,dataset\latent_diffusion\latentdiff_spectrum\727\img006983.jpg,dataset\coco\coco\coco2017\train_spectrum\img150301.jpg
dataset\taming_transformer\tt-cc_spectrum\711\img034063.jpg,dataset\big_gan\big\biggan-spectrum\958\img009548.jpg,dataset\coco\coco\coco2017\train_spectrum\img113486.jpg
dataset\latent_diffusion\latentdiff_spectrum\624\img005847.jpg,dataset\big_gan\big\biggan-spectrum\413\img003508.jpg,dataset\coco\coco\coco2017\train_spectrum\img075761.jpg
dataset\latent_diffusion\latentdiff_spectrum\997\img009970.jpg,dataset\latent_diffusion\latentdiff_spectrum\734\img007069.jpg,dataset\coco\coco\coco2017\train_spectrum\img139619.jpg
dataset\taming_transformer\tt-cc_spectrum\940\img046788.jpg,dataset\big_gan\big\biggan-spectrum\854\img008391.jpg,dataset\coco\coco\coco2017\train_spectrum\img057617.jpg
dataset\big_gan\big\biggan-spectrum\138\img000444.jpg,dataset\taming_transformer\tt-cc_spectrum\69\img032839.jpg,dataset\coco\coco\coco2017\train_spectrum\img158955.jpg
dataset\big_gan\big\biggan-spectrum\876\img008632.jpg,dataset\big_gan\big\biggan-spectrum\458\img003991.jpg,dataset\coco\coco\coco2017\train_spectrum\img127814.jpg
dataset\big_gan\big\biggan-spectrum\484\img004288.jpg,dataset\latent_diffusion\latentdiff_spectrum\836\img008191.jpg,dataset\coco\coco\coco2017\train_spectrum\img153691.jpg
dataset\big_gan\big\biggan-spectrum\700\img006690.jpg,dataset\taming_transformer\tt-cc_spectrum\582\img026899.jpg,dataset\coco\coco\coco2017\train_spectrum\img130667.jpg
dataset\big_gan\big\biggan-spectrum\785\img007622.jpg,dataset\latent_diffusion\latentdiff_spectrum\95\img009450.jpg,dataset\coco\coco\coco2017\train_spectrum\img062742.jpg
dataset\latent_diffusion\latentdiff_spectrum\158\img000663.jpg,dataset\big_gan\big\biggan-spectrum\758\img007321.jpg,dataset\coco\coco\coco2017\train_spectrum\img068363.jpg
dataset\taming_transformer\tt-cc_spectrum\557\img025488.jpg,dataset\latent_diffusion\latentdiff_spectrum\3\img002230.jpg,dataset\coco\coco\coco2017\train_spectrum\img113658.jpg
dataset\latent_diffusion\latentdiff_spectrum\708\img006774.jpg,dataset\big_gan\big\biggan-spectrum\191\img001031.jpg,dataset\coco\coco\coco2017\train_spectrum\img133254.jpg
dataset\big_gan\big\biggan-spectrum\93\img009230.jpg,dataset\big_gan\big\biggan-spectrum\35\img002791.jpg,dataset\coco\coco\coco2017\train_spectrum\img113841.jpg
dataset\big_gan\big\biggan-spectrum\99\img009898.jpg,dataset\big_gan\big\biggan-spectrum\589\img005443.jpg,dataset\coco\coco\coco2017\train_spectrum\img114036.jpg
dataset\latent_diffusion\latentdiff_spectrum\447\img003870.jpg,dataset\taming_transformer\tt-cc_spectrum\992\img049614.jpg,dataset\coco\coco\coco2017\train_spectrum\img130444.jpg
dataset\taming_transformer\tt-cc_spectrum\412\img017475.jpg,dataset\big_gan\big\biggan-spectrum\316\img002422.jpg,dataset\coco\coco\coco2017\train_spectrum\img106546.jpg
dataset\latent_diffusion\latentdiff_spectrum\270\img001915.jpg,dataset\latent_diffusion\latentdiff_spectrum\320\img002472.jpg,dataset\coco\coco\coco2017\train_spectrum\img144028.jpg
dataset\big_gan\big\biggan-spectrum\739\img007115.jpg,dataset\latent_diffusion\latentdiff_spectrum\923\img009166.jpg,dataset\coco\coco\coco2017\train_spectrum\img046692.jpg
dataset\big_gan\big\biggan-spectrum\678\img006436.jpg,dataset\taming_transformer\tt-cc_spectrum\714\img034213.jpg,dataset\coco\coco\coco2017\train_spectrum\img085364.jpg
dataset\big_gan\big\biggan-spectrum\679\img006447.jpg,dataset\taming_transformer\tt-cc_spectrum\166\img003761.jpg,dataset\coco\coco\coco2017\train_spectrum\img115499.jpg
dataset\taming_transformer\tt-cc_spectrum\387\img016021.jpg,dataset\taming_transformer\tt-cc_spectrum\454\img019775.jpg,dataset\coco\coco\coco2017\train_spectrum\img139963.jpg
dataset\latent_diffusion\latentdiff_spectrum\129\img000340.jpg,dataset\taming_transformer\tt-cc_spectrum\464\img020321.jpg,dataset\coco\coco\coco2017\train_spectrum\img121776.jpg
dataset\big_gan\big\biggan-spectrum\841\img008252.jpg,dataset\taming_transformer\tt-cc_spectrum\111\img000798.jpg,dataset\coco\coco\coco2017\train_spectrum\img127555.jpg
dataset\taming_transformer\tt-cc_spectrum\585\img027021.jpg,dataset\taming_transformer\tt-cc_spectrum\208\img006119.jpg,dataset\coco\coco\coco2017\train_spectrum\img144989.jpg
dataset\taming_transformer\tt-cc_spectrum\512\img023026.jpg,dataset\big_gan\big\biggan-spectrum\203\img001170.jpg,dataset\coco\coco\coco2017\train_spectrum\img137528.jpg
dataset\latent_diffusion\latentdiff_spectrum\453\img003941.jpg,dataset\big_gan\big\biggan-spectrum\591\img005473.jpg,dataset\coco\coco\coco2017\train_spectrum\img110647.jpg
dataset\taming_transformer\tt-cc_spectrum\101\img000214.jpg,dataset\taming_transformer\tt-cc_spectrum\899\img044425.jpg,dataset\coco\coco\coco2017\train_spectrum\img077439.jpg
dataset\latent_diffusion\latentdiff_spectrum\940\img009358.jpg,dataset\taming_transformer\tt-cc_spectrum\534\img024234.jpg,dataset\coco\coco\coco2017\train_spectrum\img112153.jpg
dataset\big_gan\big\biggan-spectrum\728\img006990.jpg,dataset\taming_transformer\tt-cc_spectrum\959\img047789.jpg,dataset\coco\coco\coco2017\train_spectrum\img094507.jpg
dataset\latent_diffusion\latentdiff_spectrum\721\img006929.jpg,dataset\latent_diffusion\latentdiff_spectrum\360\img002911.jpg,dataset\coco\coco\coco2017\train_spectrum\img052248.jpg
dataset\latent_diffusion\latentdiff_spectrum\921\img009146.jpg,dataset\latent_diffusion\latentdiff_spectrum\183\img000947.jpg,dataset\coco\coco\coco2017\train_spectrum\img087956.jpg
dataset\big_gan\big\biggan-spectrum\907\img008982.jpg,dataset\taming_transformer\tt-cc_spectrum\876\img043189.jpg,dataset\coco\coco\coco2017\train_spectrum\img113464.jpg
dataset\taming_transformer\tt-cc_spectrum\901\img044615.jpg,dataset\latent_diffusion\latentdiff_spectrum\454\img003954.jpg,dataset\coco\coco\coco2017\train_spectrum\img068781.jpg
dataset\taming_transformer\tt-cc_spectrum\354\img014211.jpg,dataset\taming_transformer\tt-cc_spectrum\711\img034052.jpg,dataset\coco\coco\coco2017\train_spectrum\img094026.jpg
dataset\latent_diffusion\latentdiff_spectrum\963\img009602.jpg,dataset\taming_transformer\tt-cc_spectrum\295\img010936.jpg,dataset\coco\coco\coco2017\train_spectrum\img108448.jpg
dataset\big_gan\big\biggan-spectrum\122\img000278.jpg,dataset\big_gan\big\biggan-spectrum\911\img009039.jpg,dataset\coco\coco\coco2017\train_spectrum\img135776.jpg
dataset\big_gan\big\biggan-spectrum\3\img002235.jpg,dataset\big_gan\big\biggan-spectrum\635\img005964.jpg,dataset\coco\coco\coco2017\train_spectrum\img046061.jpg
dataset\taming_transformer\tt-cc_spectrum\641\img030178.jpg,dataset\taming_transformer\tt-cc_spectrum\947\img047140.jpg,dataset\coco\coco\coco2017\train_spectrum\img103143.jpg
dataset\big_gan\big\biggan-spectrum\507\img004540.jpg,dataset\latent_diffusion\latentdiff_spectrum\472\img004159.jpg,dataset\coco\coco\coco2017\train_spectrum\img072256.jpg
dataset\latent_diffusion\latentdiff_spectrum\182\img000936.jpg,dataset\big_gan\big\biggan-spectrum\134\img000409.jpg,dataset\coco\coco\coco2017\train_spectrum\img121537.jpg
dataset\latent_diffusion\latentdiff_spectrum\725\img006964.jpg,dataset\taming_transformer\tt-cc_spectrum\842\img041345.jpg,dataset\coco\coco\coco2017\train_spectrum\img103784.jpg
dataset\latent_diffusion\latentdiff_spectrum\735\img007077.jpg,dataset\big_gan\big\biggan-spectrum\751\img007255.jpg,dataset\coco\coco\coco2017\train_spectrum\img070599.jpg
dataset\taming_transformer\tt-cc_spectrum\537\img024370.jpg,dataset\latent_diffusion\latentdiff_spectrum\372\img003047.jpg,dataset\coco\coco\coco2017\train_spectrum\img135011.jpg
dataset\latent_diffusion\latentdiff_spectrum\434\img003731.jpg,dataset\taming_transformer\tt-cc_spectrum\669\img031658.jpg,dataset\coco\coco\coco2017\train_spectrum\img120202.jpg
dataset\latent_diffusion\latentdiff_spectrum\411\img003482.jpg,dataset\latent_diffusion\latentdiff_spectrum\671\img006366.jpg,dataset\coco\coco\coco2017\train_spectrum\img141493.jpg
dataset\big_gan\big\biggan-spectrum\865\img008514.jpg,dataset\big_gan\big\biggan-spectrum\187\img000985.jpg,dataset\coco\coco\coco2017\train_spectrum\img150036.jpg
dataset\taming_transformer\tt-cc_spectrum\158\img003323.jpg,dataset\big_gan\big\biggan-spectrum\759\img007332.jpg,dataset\coco\coco\coco2017\train_spectrum\img121126.jpg
dataset\big_gan\big\biggan-spectrum\190\img001021.jpg,dataset\taming_transformer\tt-cc_spectrum\119\img001179.jpg,dataset\coco\coco\coco2017\train_spectrum\img090776.jpg
dataset\taming_transformer\tt-cc_spectrum\725\img034806.jpg,dataset\taming_transformer\tt-cc_spectrum\671\img031805.jpg,dataset\coco\coco\coco2017\train_spectrum\img104559.jpg
dataset\latent_diffusion\latentdiff_spectrum\772\img007483.jpg,dataset\taming_transformer\tt-cc_spectrum\95\img047264.jpg,dataset\coco\coco\coco2017\train_spectrum\img106722.jpg
dataset\big_gan\big\biggan-spectrum\42\img003572.jpg,dataset\big_gan\big\biggan-spectrum\914\img009064.jpg,dataset\coco\coco\coco2017\train_spectrum\img153684.jpg
dataset\big_gan\big\biggan-spectrum\56\img005127.jpg,dataset\big_gan\big\biggan-spectrum\549\img005008.jpg,dataset\coco\coco\coco2017\train_spectrum\img055488.jpg
dataset\latent_diffusion\latentdiff_spectrum\130\img000365.jpg,dataset\taming_transformer\tt-cc_spectrum\393\img016374.jpg,dataset\coco\coco\coco2017\train_spectrum\img080690.jpg
dataset\taming_transformer\tt-cc_spectrum\350\img014039.jpg,dataset\taming_transformer\tt-cc_spectrum\779\img037792.jpg,dataset\coco\coco\coco2017\train_spectrum\img101936.jpg
dataset\latent_diffusion\latentdiff_spectrum\9\img008893.jpg,dataset\taming_transformer\tt-cc_spectrum\796\img038743.jpg,dataset\coco\coco\coco2017\train_spectrum\img061013.jpg
dataset\latent_diffusion\latentdiff_spectrum\89\img008785.jpg,dataset\taming_transformer\tt-cc_spectrum\956\img047608.jpg,dataset\coco\coco\coco2017\train_spectrum\img113342.jpg
dataset\latent_diffusion\latentdiff_spectrum\123\img000282.jpg,dataset\big_gan\big\biggan-spectrum\385\img003189.jpg,dataset\coco\coco\coco2017\train_spectrum\img124211.jpg
dataset\big_gan\big\biggan-spectrum\113\img000174.jpg,dataset\taming_transformer\tt-cc_spectrum\588\img027155.jpg,dataset\coco\coco\coco2017\train_spectrum\img070751.jpg
dataset\taming_transformer\tt-cc_spectrum\763\img036943.jpg,dataset\latent_diffusion\latentdiff_spectrum\349\img002781.jpg,dataset\coco\coco\coco2017\train_spectrum\img098918.jpg
dataset\big_gan\big\biggan-spectrum\326\img002536.jpg,dataset\latent_diffusion\latentdiff_spectrum\590\img005462.jpg,dataset\coco\coco\coco2017\train_spectrum\img118112.jpg
dataset\taming_transformer\tt-cc_spectrum\865\img042591.jpg,dataset\latent_diffusion\latentdiff_spectrum\120\img000258.jpg,dataset\coco\coco\coco2017\train_spectrum\img069921.jpg
dataset\latent_diffusion\latentdiff_spectrum\167\img000769.jpg,dataset\latent_diffusion\latentdiff_spectrum\192\img001048.jpg,dataset\coco\coco\coco2017\train_spectrum\img097014.jpg
dataset\big_gan\big\biggan-spectrum\685\img006511.jpg,dataset\taming_transformer\tt-cc_spectrum\270\img009564.jpg,dataset\coco\coco\coco2017\train_spectrum\img125534.jpg
dataset\big_gan\big\biggan-spectrum\763\img007388.jpg,dataset\latent_diffusion\latentdiff_spectrum\584\img005399.jpg,dataset\coco\coco\coco2017\train_spectrum\img101342.jpg
dataset\latent_diffusion\latentdiff_spectrum\399\img003336.jpg,dataset\big_gan\big\biggan-spectrum\372\img003043.jpg,dataset\coco\coco\coco2017\train_spectrum\img094342.jpg
dataset\taming_transformer\tt-cc_spectrum\54\img024506.jpg,dataset\taming_transformer\tt-cc_spectrum\120\img001250.jpg,dataset\coco\coco\coco2017\train_spectrum\img105508.jpg
dataset\taming_transformer\tt-cc_spectrum\262\img009115.jpg,dataset\big_gan\big\biggan-spectrum\180\img000910.jpg,dataset\coco\coco\coco2017\train_spectrum\img094029.jpg
dataset\latent_diffusion\latentdiff_spectrum\595\img005519.jpg,dataset\big_gan\big\biggan-spectrum\604\img005621.jpg,dataset\coco\coco\coco2017\train_spectrum\img045498.jpg
dataset\taming_transformer\tt-cc_spectrum\595\img027598.jpg,dataset\latent_diffusion\latentdiff_spectrum\496\img004417.jpg,dataset\coco\coco\coco2017\train_spectrum\img094405.jpg
dataset\latent_diffusion\latentdiff_spectrum\853\img008387.jpg,dataset\taming_transformer\tt-cc_spectrum\787\img038231.jpg,dataset\coco\coco\coco2017\train_spectrum\img071958.jpg
dataset\taming_transformer\tt-cc_spectrum\282\img010203.jpg,dataset\taming_transformer\tt-cc_spectrum\379\img015574.jpg,dataset\coco\coco\coco2017\train_spectrum\img102630.jpg
dataset\big_gan\big\biggan-spectrum\559\img005110.jpg,dataset\latent_diffusion\latentdiff_spectrum\266\img001865.jpg,dataset\coco\coco\coco2017\train_spectrum\img068661.jpg
dataset\big_gan\big\biggan-spectrum\696\img006639.jpg,dataset\big_gan\big\biggan-spectrum\859\img008442.jpg,dataset\coco\coco\coco2017\train_spectrum\img060770.jpg
dataset\latent_diffusion\latentdiff_spectrum\247\img001650.jpg,dataset\latent_diffusion\latentdiff_spectrum\939\img009338.jpg,dataset\coco\coco\coco2017\train_spectrum\img078484.jpg
dataset\taming_transformer\tt-cc_spectrum\247\img008284.jpg,dataset\big_gan\big\biggan-spectrum\57\img005234.jpg,dataset\coco\coco\coco2017\train_spectrum\img095987.jpg
dataset\latent_diffusion\latentdiff_spectrum\938\img009325.jpg,dataset\big_gan\big\biggan-spectrum\61\img005686.jpg,dataset\coco\coco\coco2017\train_spectrum\img073191.jpg
dataset\taming_transformer\tt-cc_spectrum\322\img012454.jpg,dataset\big_gan\big\biggan-spectrum\31\img002351.jpg,dataset\coco\coco\coco2017\train_spectrum\img050540.jpg
dataset\big_gan\big\biggan-spectrum\68\img006451.jpg,dataset\big_gan\big\biggan-spectrum\158\img000665.jpg,dataset\coco\coco\coco2017\train_spectrum\img111746.jpg
dataset\taming_transformer\tt-cc_spectrum\211\img006347.jpg,dataset\big_gan\big\biggan-spectrum\517\img004652.jpg,dataset\coco\coco\coco2017\train_spectrum\img048729.jpg
dataset\taming_transformer\tt-cc_spectrum\630\img029553.jpg,dataset\latent_diffusion\latentdiff_spectrum\514\img004622.jpg,dataset\coco\coco\coco2017\train_spectrum\img095692.jpg
dataset\big_gan\big\biggan-spectrum\775\img007516.jpg,dataset\latent_diffusion\latentdiff_spectrum\294\img002173.jpg,dataset\coco\coco\coco2017\train_spectrum\img086269.jpg
dataset\latent_diffusion\latentdiff_spectrum\386\img003193.jpg,dataset\taming_transformer\tt-cc_spectrum\285\img010364.jpg,dataset\coco\coco\coco2017\train_spectrum\img156401.jpg
dataset\latent_diffusion\latentdiff_spectrum\212\img001278.jpg,dataset\big_gan\big\biggan-spectrum\721\img006927.jpg,dataset\coco\coco\coco2017\train_spectrum\img140775.jpg
dataset\latent_diffusion\latentdiff_spectrum\278\img001995.jpg,dataset\taming_transformer\tt-cc_spectrum\57\img026174.jpg,dataset\coco\coco\coco2017\train_spectrum\img143991.jpg
dataset\big_gan\big\biggan-spectrum\908\img008998.jpg,dataset\taming_transformer\tt-cc_spectrum\804\img039220.jpg,dataset\coco\coco\coco2017\train_spectrum\img089722.jpg
dataset\big_gan\big\biggan-spectrum\113\img000174.jpg,dataset\big_gan\big\biggan-spectrum\20\img001131.jpg,dataset\coco\coco\coco2017\train_spectrum\img109544.jpg
dataset\big_gan\big\biggan-spectrum\626\img005865.jpg,dataset\latent_diffusion\latentdiff_spectrum\519\img004670.jpg,dataset\coco\coco\coco2017\train_spectrum\img156629.jpg
dataset\big_gan\big\biggan-spectrum\725\img006960.jpg,dataset\latent_diffusion\latentdiff_spectrum\578\img005322.jpg,dataset\coco\coco\coco2017\train_spectrum\img041029.jpg
dataset\taming_transformer\tt-cc_spectrum\98\img048908.jpg,dataset\taming_transformer\tt-cc_spectrum\342\img013593.jpg,dataset\coco\coco\coco2017\train_spectrum\img110836.jpg
dataset\big_gan\big\biggan-spectrum\83\img008129.jpg,dataset\latent_diffusion\latentdiff_spectrum\154\img000626.jpg,dataset\coco\coco\coco2017\train_spectrum\img137254.jpg
dataset\latent_diffusion\latentdiff_spectrum\406\img003429.jpg,dataset\big_gan\big\biggan-spectrum\717\img006878.jpg,dataset\coco\coco\coco2017\train_spectrum\img150769.jpg
dataset\taming_transformer\tt-cc_spectrum\151\img002971.jpg,dataset\taming_transformer\tt-cc_spectrum\53\img023965.jpg,dataset\coco\coco\coco2017\train_spectrum\img052353.jpg
dataset\big_gan\big\biggan-spectrum\569\img005224.jpg,dataset\taming_transformer\tt-cc_spectrum\817\img039911.jpg,dataset\coco\coco\coco2017\train_spectrum\img134033.jpg
dataset\taming_transformer\tt-cc_spectrum\683\img032465.jpg,dataset\big_gan\big\biggan-spectrum\628\img005880.jpg,dataset\coco\coco\coco2017\train_spectrum\img041837.jpg
dataset\latent_diffusion\latentdiff_spectrum\188\img000999.jpg,dataset\taming_transformer\tt-cc_spectrum\899\img044417.jpg,dataset\coco\coco\coco2017\train_spectrum\img098630.jpg
dataset\latent_diffusion\latentdiff_spectrum\920\img009138.jpg,dataset\latent_diffusion\latentdiff_spectrum\103\img000061.jpg,dataset\coco\coco\coco2017\train_spectrum\img143407.jpg
dataset\latent_diffusion\latentdiff_spectrum\525\img004740.jpg,dataset\big_gan\big\biggan-spectrum\276\img001977.jpg,dataset\coco\coco\coco2017\train_spectrum\img092603.jpg
dataset\big_gan\big\biggan-spectrum\554\img005063.jpg,dataset\big_gan\big\biggan-spectrum\759\img007331.jpg,dataset\coco\coco\coco2017\train_spectrum\img068357.jpg
dataset\big_gan\big\biggan-spectrum\564\img005178.jpg,dataset\big_gan\big\biggan-spectrum\284\img002069.jpg,dataset\coco\coco\coco2017\train_spectrum\img128426.jpg
dataset\latent_diffusion\latentdiff_spectrum\311\img002370.jpg,dataset\latent_diffusion\latentdiff_spectrum\781\img007589.jpg,dataset\coco\coco\coco2017\train_spectrum\img130211.jpg
dataset\latent_diffusion\latentdiff_spectrum\752\img007263.jpg,dataset\taming_transformer\tt-cc_spectrum\537\img024382.jpg,dataset\coco\coco\coco2017\train_spectrum\img051093.jpg
dataset\taming_transformer\tt-cc_spectrum\503\img022525.jpg,dataset\taming_transformer\tt-cc_spectrum\593\img027487.jpg,dataset\coco\coco\coco2017\train_spectrum\img115553.jpg
dataset\big_gan\big\biggan-spectrum\704\img006739.jpg,dataset\taming_transformer\tt-cc_spectrum\585\img027019.jpg,dataset\coco\coco\coco2017\train_spectrum\img074243.jpg
dataset\latent_diffusion\latentdiff_spectrum\470\img004132.jpg,dataset\taming_transformer\tt-cc_spectrum\97\img048395.jpg,dataset\coco\coco\coco2017\train_spectrum\img114683.jpg
dataset\big_gan\big\biggan-spectrum\170\img000806.jpg,dataset\latent_diffusion\latentdiff_spectrum\817\img007985.jpg,dataset\coco\coco\coco2017\train_spectrum\img101976.jpg
dataset\big_gan\big\biggan-spectrum\220\img001368.jpg,dataset\latent_diffusion\latentdiff_spectrum\894\img008831.jpg,dataset\coco\coco\coco2017\train_spectrum\img079157.jpg
dataset\taming_transformer\tt-cc_spectrum\47\img020641.jpg,dataset\taming_transformer\tt-cc_spectrum\916\img045413.jpg,dataset\coco\coco\coco2017\train_spectrum\img104122.jpg
dataset\taming_transformer\tt-cc_spectrum\109\img000644.jpg,dataset\big_gan\big\biggan-spectrum\252\img001716.jpg,dataset\coco\coco\coco2017\train_spectrum\img099731.jpg
dataset\latent_diffusion\latentdiff_spectrum\543\img004942.jpg,dataset\big_gan\big\biggan-spectrum\130\img000362.jpg,dataset\coco\coco\coco2017\train_spectrum\img058879.jpg
dataset\big_gan\big\biggan-spectrum\817\img007986.jpg,dataset\big_gan\big\biggan-spectrum\807\img007872.jpg,dataset\coco\coco\coco2017\train_spectrum\img157837.jpg
dataset\taming_transformer\tt-cc_spectrum\356\img014338.jpg,dataset\latent_diffusion\latentdiff_spectrum\228\img001441.jpg,dataset\coco\coco\coco2017\train_spectrum\img084410.jpg
dataset\latent_diffusion\latentdiff_spectrum\886\img008740.jpg,dataset\taming_transformer\tt-cc_spectrum\602\img028008.jpg,dataset\coco\coco\coco2017\train_spectrum\img059564.jpg
dataset\latent_diffusion\latentdiff_spectrum\174\img000849.jpg,dataset\taming_transformer\tt-cc_spectrum\827\img040484.jpg,dataset\coco\coco\coco2017\train_spectrum\img095189.jpg
dataset\big_gan\big\biggan-spectrum\789\img007661.jpg,dataset\latent_diffusion\latentdiff_spectrum\88\img008670.jpg,dataset\coco\coco\coco2017\train_spectrum\img097937.jpg
dataset\latent_diffusion\latentdiff_spectrum\978\img009762.jpg,dataset\latent_diffusion\latentdiff_spectrum\448\img003884.jpg,dataset\coco\coco\coco2017\train_spectrum\img070041.jpg
dataset\latent_diffusion\latentdiff_spectrum\987\img009866.jpg,dataset\latent_diffusion\latentdiff_spectrum\819\img008008.jpg,dataset\coco\coco\coco2017\train_spectrum\img121681.jpg
dataset\latent_diffusion\latentdiff_spectrum\760\img007351.jpg,dataset\big_gan\big\biggan-spectrum\83\img008122.jpg,dataset\coco\coco\coco2017\train_spectrum\img071890.jpg
dataset\taming_transformer\tt-cc_spectrum\917\img045454.jpg,dataset\latent_diffusion\latentdiff_spectrum\925\img009181.jpg,dataset\coco\coco\coco2017\train_spectrum\img097458.jpg
dataset\latent_diffusion\latentdiff_spectrum\829\img008114.jpg,dataset\taming_transformer\tt-cc_spectrum\227\img007162.jpg,dataset\coco\coco\coco2017\train_spectrum\img158046.jpg
dataset\latent_diffusion\latentdiff_spectrum\882\img008707.jpg,dataset\taming_transformer\tt-cc_spectrum\879\img043338.jpg,dataset\coco\coco\coco2017\train_spectrum\img143984.jpg
dataset\big_gan\big\biggan-spectrum\989\img009886.jpg,dataset\latent_diffusion\latentdiff_spectrum\448\img003889.jpg,dataset\coco\coco\coco2017\train_spectrum\img148321.jpg
dataset\big_gan\big\biggan-spectrum\664\img006289.jpg,dataset\latent_diffusion\latentdiff_spectrum\432\img003712.jpg,dataset\coco\coco\coco2017\train_spectrum\img055568.jpg
dataset\taming_transformer\tt-cc_spectrum\459\img020025.jpg,dataset\taming_transformer\tt-cc_spectrum\939\img046690.jpg,dataset\coco\coco\coco2017\train_spectrum\img044730.jpg
dataset\latent_diffusion\latentdiff_spectrum\663\img006273.jpg,dataset\big_gan\big\biggan-spectrum\105\img000082.jpg,dataset\coco\coco\coco2017\train_spectrum\img147194.jpg
dataset\taming_transformer\tt-cc_spectrum\568\img026092.jpg,dataset\taming_transformer\tt-cc_spectrum\11\img000668.jpg,dataset\coco\coco\coco2017\train_spectrum\img121932.jpg
dataset\latent_diffusion\latentdiff_spectrum\537\img004876.jpg,dataset\latent_diffusion\latentdiff_spectrum\968\img009652.jpg,dataset\coco\coco\coco2017\train_spectrum\img133347.jpg
dataset\latent_diffusion\latentdiff_spectrum\448\img003880.jpg,dataset\latent_diffusion\latentdiff_spectrum\830\img008134.jpg,dataset\coco\coco\coco2017\train_spectrum\img097115.jpg
dataset\taming_transformer\tt-cc_spectrum\101\img000208.jpg,dataset\latent_diffusion\latentdiff_spectrum\642\img006047.jpg,dataset\coco\coco\coco2017\train_spectrum\img087624.jpg
dataset\latent_diffusion\latentdiff_spectrum\855\img008405.jpg,dataset\big_gan\big\biggan-spectrum\793\img007713.jpg,dataset\coco\coco\coco2017\train_spectrum\img044301.jpg
dataset\latent_diffusion\latentdiff_spectrum\137\img000434.jpg,dataset\latent_diffusion\latentdiff_spectrum\79\img007671.jpg,dataset\coco\coco\coco2017\train_spectrum\img090621.jpg
dataset\big_gan\big\biggan-spectrum\409\img003452.jpg,dataset\big_gan\big\biggan-spectrum\57\img005232.jpg,dataset\coco\coco\coco2017\train_spectrum\img151994.jpg
dataset\taming_transformer\tt-cc_spectrum\611\img028542.jpg,dataset\taming_transformer\tt-cc_spectrum\490\img021781.jpg,dataset\coco\coco\coco2017\train_spectrum\img148476.jpg
dataset\big_gan\big\biggan-spectrum\413\img003501.jpg,dataset\big_gan\big\biggan-spectrum\973\img009719.jpg,dataset\coco\coco\coco2017\train_spectrum\img090530.jpg
dataset\latent_diffusion\latentdiff_spectrum\278\img001992.jpg,dataset\big_gan\big\biggan-spectrum\686\img006525.jpg,dataset\coco\coco\coco2017\train_spectrum\img052748.jpg
dataset\big_gan\big\biggan-spectrum\447\img003874.jpg,dataset\taming_transformer\tt-cc_spectrum\23\img007300.jpg,dataset\coco\coco\coco2017\train_spectrum\img136097.jpg
dataset\taming_transformer\tt-cc_spectrum\921\img045745.jpg,dataset\latent_diffusion\latentdiff_spectrum\162\img000717.jpg,dataset\coco\coco\coco2017\train_spectrum\img129763.jpg
dataset\big_gan\big\biggan-spectrum\549\img005002.jpg,dataset\big_gan\big\biggan-spectrum\629\img005897.jpg,dataset\coco\coco\coco2017\train_spectrum\img116832.jpg
dataset\taming_transformer\tt-cc_spectrum\390\img016211.jpg,dataset\latent_diffusion\latentdiff_spectrum\386\img003194.jpg,dataset\coco\coco\coco2017\train_spectrum\img135398.jpg
dataset\big_gan\big\biggan-spectrum\269\img001895.jpg,dataset\latent_diffusion\latentdiff_spectrum\824\img008065.jpg,dataset\coco\coco\coco2017\train_spectrum\img050971.jpg
