Anchor,Positive,Negative
dataset\coco\coco\coco2017\train_spectrum\img144214.jpg,dataset\coco\coco\coco2017\train_spectrum\img130148.jpg,dataset\taming_transformer\tt-cc_spectrum\899\img044417.jpg
dataset\coco\coco\coco2017\train_spectrum\img133374.jpg,dataset\coco\coco\coco2017\train_spectrum\img045197.jpg,dataset\big_gan\big\biggan-spectrum\197\img001096.jpg
dataset\coco\coco\coco2017\train_spectrum\img153843.jpg,dataset\coco\coco\coco2017\train_spectrum\img155495.jpg,dataset\big_gan\big\biggan-spectrum\35\img002791.jpg
dataset\coco\coco\coco2017\train_spectrum\img041776.jpg,dataset\coco\coco\coco2017\train_spectrum\img073764.jpg,dataset\big_gan\big\biggan-spectrum\432\img003715.jpg
dataset\coco\coco\coco2017\train_spectrum\img118023.jpg,dataset\coco\coco\coco2017\train_spectrum\img113803.jpg,dataset\taming_transformer\tt-cc_spectrum\679\img032227.jpg
dataset\coco\coco\coco2017\train_spectrum\img087184.jpg,dataset\coco\coco\coco2017\train_spectrum\img090472.jpg,dataset\latent_diffusion\latentdiff_spectrum\301\img002265.jpg
dataset\coco\coco\coco2017\train_spectrum\img064540.jpg,dataset\coco\coco\coco2017\train_spectrum\img065365.jpg,dataset\taming_transformer\tt-cc_spectrum\554\img025301.jpg
dataset\coco\coco\coco2017\train_spectrum\img064144.jpg,dataset\coco\coco\coco2017\train_spectrum\img133950.jpg,dataset\taming_transformer\tt-cc_spectrum\37\img015079.jpg
dataset\coco\coco\coco2017\train_spectrum\img129578.jpg,dataset\coco\coco\coco2017\train_spectrum\img066176.jpg,dataset\taming_transformer\tt-cc_spectrum\533\img024188.jpg
dataset\coco\coco\coco2017\train_spectrum\img103473.jpg,dataset\coco\coco\coco2017\train_spectrum\img145665.jpg,dataset\latent_diffusion\latentdiff_spectrum\466\img004082.jpg
dataset\coco\coco\coco2017\train_spectrum\img074696.jpg,dataset\coco\coco\coco2017\train_spectrum\img052024.jpg,dataset\taming_transformer\tt-cc_spectrum\787\img038228.jpg
dataset\coco\coco\coco2017\train_spectrum\img137422.jpg,dataset\coco\coco\coco2017\train_spectrum\img113853.jpg,dataset\taming_transformer\tt-cc_spectrum\111\img000766.jpg
dataset\coco\coco\coco2017\train_spectrum\img127088.jpg,dataset\coco\coco\coco2017\train_spectrum\img138468.jpg,dataset\latent_diffusion\latentdiff_spectrum\759\img007336.jpg
dataset\coco\coco\coco2017\train_spectrum\img146447.jpg,dataset\coco\coco\coco2017\train_spectrum\img103919.jpg,dataset\big_gan\big\biggan-spectrum\697\img006641.jpg
dataset\coco\coco\coco2017\train_spectrum\img113072.jpg,dataset\coco\coco\coco2017\train_spectrum\img096477.jpg,dataset\latent_diffusion\latentdiff_spectrum\367\img002989.jpg
dataset\coco\coco\coco2017\train_spectrum\img066654.jpg,dataset\coco\coco\coco2017\train_spectrum\img144919.jpg,dataset\taming_transformer\tt-cc_spectrum\972\img048531.jpg
dataset\coco\coco\coco2017\train_spectrum\img086649.jpg,dataset\coco\coco\coco2017\train_spectrum\img083901.jpg,dataset\taming_transformer\tt-cc_spectrum\584\img026982.jpg
dataset\coco\coco\coco2017\train_spectrum\img155018.jpg,dataset\coco\coco\coco2017\train_spectrum\img048754.jpg,dataset\big_gan\big\biggan-spectrum\338\img002660.jpg
dataset\coco\coco\coco2017\train_spectrum\img134194.jpg,dataset\coco\coco\coco2017\train_spectrum\img107576.jpg,dataset\taming_transformer\tt-cc_spectrum\841\img041278.jpg
dataset\coco\coco\coco2017\train_spectrum\img099910.jpg,dataset\coco\coco\coco2017\train_spectrum\img123302.jpg,dataset\taming_transformer\tt-cc_spectrum\900\img044585.jpg
dataset\coco\coco\coco2017\train_spectrum\img124478.jpg,dataset\coco\coco\coco2017\train_spectrum\img046049.jpg,dataset\taming_transformer\tt-cc_spectrum\584\img026992.jpg
dataset\coco\coco\coco2017\train_spectrum\img044074.jpg,dataset\coco\coco\coco2017\train_spectrum\img134528.jpg,dataset\latent_diffusion\latentdiff_spectrum\879\img008661.jpg
dataset\coco\coco\coco2017\train_spectrum\img126551.jpg,dataset\coco\coco\coco2017\train_spectrum\img105447.jpg,dataset\taming_transformer\tt-cc_spectrum\455\img019811.jpg
dataset\coco\coco\coco2017\train_spectrum\img082734.jpg,dataset\coco\coco\coco2017\train_spectrum\img119637.jpg,dataset\taming_transformer\tt-cc_spectrum\64\img030078.jpg
dataset\coco\coco\coco2017\train_spectrum\img051631.jpg,dataset\coco\coco\coco2017\train_spectrum\img149226.jpg,dataset\taming_transformer\tt-cc_spectrum\528\img023880.jpg
dataset\coco\coco\coco2017\train_spectrum\img153279.jpg,dataset\coco\coco\coco2017\train_spectrum\img080168.jpg,dataset\big_gan\big\biggan-spectrum\201\img001153.jpg
dataset\coco\coco\coco2017\train_spectrum\img080587.jpg,dataset\coco\coco\coco2017\train_spectrum\img058748.jpg,dataset\latent_diffusion\latentdiff_spectrum\912\img009047.jpg
dataset\coco\coco\coco2017\train_spectrum\img105919.jpg,dataset\coco\coco\coco2017\train_spectrum\img081613.jpg,dataset\taming_transformer\tt-cc_spectrum\690\img032886.jpg
dataset\coco\coco\coco2017\train_spectrum\img138260.jpg,dataset\coco\coco\coco2017\train_spectrum\img122059.jpg,dataset\latent_diffusion\latentdiff_spectrum\277\img001980.jpg
dataset\coco\coco\coco2017\train_spectrum\img134838.jpg,dataset\coco\coco\coco2017\train_spectrum\img071939.jpg,dataset\big_gan\big\biggan-spectrum\734\img007065.jpg
dataset\coco\coco\coco2017\train_spectrum\img116720.jpg,dataset\coco\coco\coco2017\train_spectrum\img138388.jpg,dataset\taming_transformer\tt-cc_spectrum\178\img004411.jpg
dataset\coco\coco\coco2017\train_spectrum\img133636.jpg,dataset\coco\coco\coco2017\train_spectrum\img097620.jpg,dataset\taming_transformer\tt-cc_spectrum\97\img048350.jpg
dataset\coco\coco\coco2017\train_spectrum\img114232.jpg,dataset\coco\coco\coco2017\train_spectrum\img094582.jpg,dataset\taming_transformer\tt-cc_spectrum\254\img008662.jpg
dataset\coco\coco\coco2017\train_spectrum\img147741.jpg,dataset\coco\coco\coco2017\train_spectrum\img058521.jpg,dataset\big_gan\big\biggan-spectrum\686\img006526.jpg
dataset\coco\coco\coco2017\train_spectrum\img104122.jpg,dataset\coco\coco\coco2017\train_spectrum\img152336.jpg,dataset\latent_diffusion\latentdiff_spectrum\247\img001650.jpg
dataset\coco\coco\coco2017\train_spectrum\img155094.jpg,dataset\coco\coco\coco2017\train_spectrum\img095897.jpg,dataset\taming_transformer\tt-cc_spectrum\993\img049657.jpg
dataset\coco\coco\coco2017\train_spectrum\img043085.jpg,dataset\coco\coco\coco2017\train_spectrum\img073515.jpg,dataset\big_gan\big\biggan-spectrum\188\img000999.jpg
dataset\coco\coco\coco2017\train_spectrum\img041517.jpg,dataset\coco\coco\coco2017\train_spectrum\img093171.jpg,dataset\latent_diffusion\latentdiff_spectrum\470\img004135.jpg
dataset\coco\coco\coco2017\train_spectrum\img087430.jpg,dataset\coco\coco\coco2017\train_spectrum\img152917.jpg,dataset\big_gan\big\biggan-spectrum\235\img001529.jpg
dataset\coco\coco\coco2017\train_spectrum\img106833.jpg,dataset\coco\coco\coco2017\train_spectrum\img096466.jpg,dataset\taming_transformer\tt-cc_spectrum\267\img009396.jpg
dataset\coco\coco\coco2017\train_spectrum\img152369.jpg,dataset\coco\coco\coco2017\train_spectrum\img061490.jpg,dataset\big_gan\big\biggan-spectrum\770\img007467.jpg
dataset\coco\coco\coco2017\train_spectrum\img131125.jpg,dataset\coco\coco\coco2017\train_spectrum\img097674.jpg,dataset\taming_transformer\tt-cc_spectrum\456\img019899.jpg
dataset\coco\coco\coco2017\train_spectrum\img041628.jpg,dataset\coco\coco\coco2017\train_spectrum\img081908.jpg,dataset\latent_diffusion\latentdiff_spectrum\853\img008385.jpg
dataset\coco\coco\coco2017\train_spectrum\img139877.jpg,dataset\coco\coco\coco2017\train_spectrum\img084348.jpg,dataset\latent_diffusion\latentdiff_spectrum\134\img000400.jpg
dataset\coco\coco\coco2017\train_spectrum\img130769.jpg,dataset\coco\coco\coco2017\train_spectrum\img046073.jpg,dataset\latent_diffusion\latentdiff_spectrum\168\img000777.jpg
dataset\coco\coco\coco2017\train_spectrum\img151056.jpg,dataset\coco\coco\coco2017\train_spectrum\img120042.jpg,dataset\taming_transformer\tt-cc_spectrum\671\img031803.jpg
dataset\coco\coco\coco2017\train_spectrum\img048617.jpg,dataset\coco\coco\coco2017\train_spectrum\img051578.jpg,dataset\taming_transformer\tt-cc_spectrum\574\img026448.jpg
dataset\coco\coco\coco2017\train_spectrum\img106671.jpg,dataset\coco\coco\coco2017\train_spectrum\img064104.jpg,dataset\taming_transformer\tt-cc_spectrum\227\img007159.jpg
dataset\coco\coco\coco2017\train_spectrum\img121406.jpg,dataset\coco\coco\coco2017\train_spectrum\img084908.jpg,dataset\big_gan\big\biggan-spectrum\424\img003627.jpg
dataset\coco\coco\coco2017\train_spectrum\img097795.jpg,dataset\coco\coco\coco2017\train_spectrum\img121634.jpg,dataset\big_gan\big\biggan-spectrum\668\img006322.jpg
dataset\coco\coco\coco2017\train_spectrum\img107582.jpg,dataset\coco\coco\coco2017\train_spectrum\img092638.jpg,dataset\big_gan\big\biggan-spectrum\357\img002879.jpg
dataset\coco\coco\coco2017\train_spectrum\img071690.jpg,dataset\coco\coco\coco2017\train_spectrum\img158411.jpg,dataset\taming_transformer\tt-cc_spectrum\225\img007092.jpg
dataset\coco\coco\coco2017\train_spectrum\img093828.jpg,dataset\coco\coco\coco2017\train_spectrum\img060526.jpg,dataset\latent_diffusion\latentdiff_spectrum\167\img000760.jpg
dataset\coco\coco\coco2017\train_spectrum\img142093.jpg,dataset\coco\coco\coco2017\train_spectrum\img097080.jpg,dataset\latent_diffusion\latentdiff_spectrum\305\img002307.jpg
dataset\coco\coco\coco2017\train_spectrum\img047984.jpg,dataset\coco\coco\coco2017\train_spectrum\img134391.jpg,dataset\latent_diffusion\latentdiff_spectrum\806\img007866.jpg
dataset\coco\coco\coco2017\train_spectrum\img044231.jpg,dataset\coco\coco\coco2017\train_spectrum\img093723.jpg,dataset\taming_transformer\tt-cc_spectrum\387\img016044.jpg
dataset\coco\coco\coco2017\train_spectrum\img138982.jpg,dataset\coco\coco\coco2017\train_spectrum\img040860.jpg,dataset\latent_diffusion\latentdiff_spectrum\102\img000055.jpg
dataset\coco\coco\coco2017\train_spectrum\img081545.jpg,dataset\coco\coco\coco2017\train_spectrum\img156008.jpg,dataset\big_gan\big\biggan-spectrum\363\img002943.jpg
dataset\coco\coco\coco2017\train_spectrum\img129507.jpg,dataset\coco\coco\coco2017\train_spectrum\img081251.jpg,dataset\latent_diffusion\latentdiff_spectrum\347\img002762.jpg
dataset\coco\coco\coco2017\train_spectrum\img125273.jpg,dataset\coco\coco\coco2017\train_spectrum\img068076.jpg,dataset\taming_transformer\tt-cc_spectrum\99\img049495.jpg
dataset\coco\coco\coco2017\train_spectrum\img103039.jpg,dataset\coco\coco\coco2017\train_spectrum\img127313.jpg,dataset\taming_transformer\tt-cc_spectrum\988\img049355.jpg
dataset\coco\coco\coco2017\train_spectrum\img154970.jpg,dataset\coco\coco\coco2017\train_spectrum\img070781.jpg,dataset\taming_transformer\tt-cc_spectrum\808\img039409.jpg
dataset\coco\coco\coco2017\train_spectrum\img059886.jpg,dataset\coco\coco\coco2017\train_spectrum\img109834.jpg,dataset\big_gan\big\biggan-spectrum\732\img007042.jpg
dataset\coco\coco\coco2017\train_spectrum\img128895.jpg,dataset\coco\coco\coco2017\train_spectrum\img064999.jpg,dataset\latent_diffusion\latentdiff_spectrum\246\img001640.jpg
dataset\coco\coco\coco2017\train_spectrum\img058410.jpg,dataset\coco\coco\coco2017\train_spectrum\img065210.jpg,dataset\latent_diffusion\latentdiff_spectrum\875\img008626.jpg
dataset\coco\coco\coco2017\train_spectrum\img062804.jpg,dataset\coco\coco\coco2017\train_spectrum\img135790.jpg,dataset\taming_transformer\tt-cc_spectrum\472\img020762.jpg
dataset\coco\coco\coco2017\train_spectrum\img149770.jpg,dataset\coco\coco\coco2017\train_spectrum\img084429.jpg,dataset\latent_diffusion\latentdiff_spectrum\210\img001253.jpg
dataset\coco\coco\coco2017\train_spectrum\img142521.jpg,dataset\coco\coco\coco2017\train_spectrum\img113546.jpg,dataset\big_gan\big\biggan-spectrum\358\img002887.jpg
dataset\coco\coco\coco2017\train_spectrum\img107038.jpg,dataset\coco\coco\coco2017\train_spectrum\img107983.jpg,dataset\big_gan\big\biggan-spectrum\597\img005538.jpg
dataset\coco\coco\coco2017\train_spectrum\img153203.jpg,dataset\coco\coco\coco2017\train_spectrum\img139216.jpg,dataset\latent_diffusion\latentdiff_spectrum\958\img009543.jpg
dataset\coco\coco\coco2017\train_spectrum\img070756.jpg,dataset\coco\coco\coco2017\train_spectrum\img124042.jpg,dataset\taming_transformer\tt-cc_spectrum\707\img033825.jpg
dataset\coco\coco\coco2017\train_spectrum\img150559.jpg,dataset\coco\coco\coco2017\train_spectrum\img147041.jpg,dataset\big_gan\big\biggan-spectrum\758\img007320.jpg
dataset\coco\coco\coco2017\train_spectrum\img112279.jpg,dataset\coco\coco\coco2017\train_spectrum\img151696.jpg,dataset\big_gan\big\biggan-spectrum\408\img003447.jpg
dataset\coco\coco\coco2017\train_spectrum\img050860.jpg,dataset\coco\coco\coco2017\train_spectrum\img150058.jpg,dataset\taming_transformer\tt-cc_spectrum\692\img032979.jpg
dataset\coco\coco\coco2017\train_spectrum\img111161.jpg,dataset\coco\coco\coco2017\train_spectrum\img143496.jpg,dataset\latent_diffusion\latentdiff_spectrum\481\img004259.jpg
dataset\coco\coco\coco2017\train_spectrum\img085898.jpg,dataset\coco\coco\coco2017\train_spectrum\img131375.jpg,dataset\big_gan\big\biggan-spectrum\116\img000203.jpg
dataset\coco\coco\coco2017\train_spectrum\img120308.jpg,dataset\coco\coco\coco2017\train_spectrum\img067157.jpg,dataset\big_gan\big\biggan-spectrum\582\img005379.jpg
dataset\coco\coco\coco2017\train_spectrum\img118387.jpg,dataset\coco\coco\coco2017\train_spectrum\img108688.jpg,dataset\big_gan\big\biggan-spectrum\293\img002161.jpg
dataset\coco\coco\coco2017\train_spectrum\img130827.jpg,dataset\coco\coco\coco2017\train_spectrum\img158807.jpg,dataset\latent_diffusion\latentdiff_spectrum\419\img003568.jpg
dataset\coco\coco\coco2017\train_spectrum\img057709.jpg,dataset\coco\coco\coco2017\train_spectrum\img077933.jpg,dataset\big_gan\big\biggan-spectrum\490\img004353.jpg
dataset\coco\coco\coco2017\train_spectrum\img117319.jpg,dataset\coco\coco\coco2017\train_spectrum\img044229.jpg,dataset\latent_diffusion\latentdiff_spectrum\632\img005932.jpg
dataset\coco\coco\coco2017\train_spectrum\img052293.jpg,dataset\coco\coco\coco2017\train_spectrum\img094715.jpg,dataset\big_gan\big\biggan-spectrum\443\img003831.jpg
dataset\coco\coco\coco2017\train_spectrum\img068542.jpg,dataset\coco\coco\coco2017\train_spectrum\img119350.jpg,dataset\big_gan\big\biggan-spectrum\608\img005666.jpg
dataset\coco\coco\coco2017\train_spectrum\img066572.jpg,dataset\coco\coco\coco2017\train_spectrum\img096586.jpg,dataset\big_gan\big\biggan-spectrum\797\img007756.jpg
dataset\coco\coco\coco2017\train_spectrum\img069649.jpg,dataset\coco\coco\coco2017\train_spectrum\img109412.jpg,dataset\taming_transformer\tt-cc_spectrum\201\img005781.jpg
dataset\coco\coco\coco2017\train_spectrum\img068072.jpg,dataset\coco\coco\coco2017\train_spectrum\img085070.jpg,dataset\big_gan\big\biggan-spectrum\703\img006721.jpg
dataset\coco\coco\coco2017\train_spectrum\img115838.jpg,dataset\coco\coco\coco2017\train_spectrum\img100202.jpg,dataset\latent_diffusion\latentdiff_spectrum\965\img009620.jpg
dataset\coco\coco\coco2017\train_spectrum\img123101.jpg,dataset\coco\coco\coco2017\train_spectrum\img059873.jpg,dataset\latent_diffusion\latentdiff_spectrum\396\img003302.jpg
dataset\coco\coco\coco2017\train_spectrum\img045666.jpg,dataset\coco\coco\coco2017\train_spectrum\img128302.jpg,dataset\taming_transformer\tt-cc_spectrum\226\img007131.jpg
dataset\coco\coco\coco2017\train_spectrum\img138604.jpg,dataset\coco\coco\coco2017\train_spectrum\img137734.jpg,dataset\big_gan\big\biggan-spectrum\100\img000038.jpg
dataset\coco\coco\coco2017\train_spectrum\img042916.jpg,dataset\coco\coco\coco2017\train_spectrum\img045312.jpg,dataset\latent_diffusion\latentdiff_spectrum\883\img008715.jpg
dataset\coco\coco\coco2017\train_spectrum\img042981.jpg,dataset\coco\coco\coco2017\train_spectrum\img043411.jpg,dataset\big_gan\big\biggan-spectrum\814\img007953.jpg
dataset\coco\coco\coco2017\train_spectrum\img127350.jpg,dataset\coco\coco\coco2017\train_spectrum\img144989.jpg,dataset\taming_transformer\tt-cc_spectrum\225\img007092.jpg
dataset\coco\coco\coco2017\train_spectrum\img128941.jpg,dataset\coco\coco\coco2017\train_spectrum\img064492.jpg,dataset\big_gan\big\biggan-spectrum\717\img006876.jpg
dataset\coco\coco\coco2017\train_spectrum\img115568.jpg,dataset\coco\coco\coco2017\train_spectrum\img127604.jpg,dataset\latent_diffusion\latentdiff_spectrum\626\img005867.jpg
dataset\coco\coco\coco2017\train_spectrum\img118650.jpg,dataset\coco\coco\coco2017\train_spectrum\img153968.jpg,dataset\latent_diffusion\latentdiff_spectrum\372\img003042.jpg
dataset\coco\coco\coco2017\train_spectrum\img118261.jpg,dataset\coco\coco\coco2017\train_spectrum\img156038.jpg,dataset\latent_diffusion\latentdiff_spectrum\142\img000494.jpg
dataset\coco\coco\coco2017\train_spectrum\img118519.jpg,dataset\coco\coco\coco2017\train_spectrum\img078657.jpg,dataset\big_gan\big\biggan-spectrum\346\img002751.jpg
dataset\coco\coco\coco2017\train_spectrum\img067682.jpg,dataset\coco\coco\coco2017\train_spectrum\img109611.jpg,dataset\latent_diffusion\latentdiff_spectrum\569\img005222.jpg
dataset\coco\coco\coco2017\train_spectrum\img110108.jpg,dataset\coco\coco\coco2017\train_spectrum\img076501.jpg,dataset\latent_diffusion\latentdiff_spectrum\120\img000252.jpg
dataset\coco\coco\coco2017\train_spectrum\img065549.jpg,dataset\coco\coco\coco2017\train_spectrum\img050123.jpg,dataset\taming_transformer\tt-cc_spectrum\937\img046565.jpg
dataset\coco\coco\coco2017\train_spectrum\img107259.jpg,dataset\coco\coco\coco2017\train_spectrum\img119085.jpg,dataset\taming_transformer\tt-cc_spectrum\861\img042373.jpg
dataset\coco\coco\coco2017\train_spectrum\img042063.jpg,dataset\coco\coco\coco2017\train_spectrum\img133826.jpg,dataset\taming_transformer\tt-cc_spectrum\534\img024202.jpg
dataset\coco\coco\coco2017\train_spectrum\img096147.jpg,dataset\coco\coco\coco2017\train_spectrum\img049305.jpg,dataset\latent_diffusion\latentdiff_spectrum\185\img000960.jpg
dataset\coco\coco\coco2017\train_spectrum\img118682.jpg,dataset\coco\coco\coco2017\train_spectrum\img086945.jpg,dataset\latent_diffusion\latentdiff_spectrum\932\img009268.jpg
dataset\coco\coco\coco2017\train_spectrum\img105587.jpg,dataset\coco\coco\coco2017\train_spectrum\img058083.jpg,dataset\taming_transformer\tt-cc_spectrum\341\img013527.jpg
dataset\coco\coco\coco2017\train_spectrum\img060683.jpg,dataset\coco\coco\coco2017\train_spectrum\img112736.jpg,dataset\taming_transformer\tt-cc_spectrum\97\img048395.jpg
dataset\coco\coco\coco2017\train_spectrum\img148193.jpg,dataset\coco\coco\coco2017\train_spectrum\img153682.jpg,dataset\latent_diffusion\latentdiff_spectrum\755\img007299.jpg
dataset\coco\coco\coco2017\train_spectrum\img070768.jpg,dataset\coco\coco\coco2017\train_spectrum\img076144.jpg,dataset\taming_transformer\tt-cc_spectrum\951\img047383.jpg
dataset\coco\coco\coco2017\train_spectrum\img158037.jpg,dataset\coco\coco\coco2017\train_spectrum\img158040.jpg,dataset\latent_diffusion\latentdiff_spectrum\23\img001463.jpg
dataset\coco\coco\coco2017\train_spectrum\img127542.jpg,dataset\coco\coco\coco2017\train_spectrum\img069850.jpg,dataset\big_gan\big\biggan-spectrum\536\img004862.jpg
dataset\coco\coco\coco2017\train_spectrum\img107217.jpg,dataset\coco\coco\coco2017\train_spectrum\img113576.jpg,dataset\latent_diffusion\latentdiff_spectrum\497\img004429.jpg
dataset\coco\coco\coco2017\train_spectrum\img091229.jpg,dataset\coco\coco\coco2017\train_spectrum\img094006.jpg,dataset\taming_transformer\tt-cc_spectrum\769\img037202.jpg
dataset\coco\coco\coco2017\train_spectrum\img119274.jpg,dataset\coco\coco\coco2017\train_spectrum\img135127.jpg,dataset\taming_transformer\tt-cc_spectrum\475\img020943.jpg
dataset\coco\coco\coco2017\train_spectrum\img140500.jpg,dataset\coco\coco\coco2017\train_spectrum\img155679.jpg,dataset\big_gan\big\biggan-spectrum\764\img007396.jpg
dataset\coco\coco\coco2017\train_spectrum\img153911.jpg,dataset\coco\coco\coco2017\train_spectrum\img146865.jpg,dataset\taming_transformer\tt-cc_spectrum\203\img005888.jpg
dataset\coco\coco\coco2017\train_spectrum\img043085.jpg,dataset\coco\coco\coco2017\train_spectrum\img146709.jpg,dataset\latent_diffusion\latentdiff_spectrum\999\img009998.jpg
dataset\coco\coco\coco2017\train_spectrum\img046735.jpg,dataset\coco\coco\coco2017\train_spectrum\img049048.jpg,dataset\big_gan\big\biggan-spectrum\927\img009208.jpg
dataset\coco\coco\coco2017\train_spectrum\img062870.jpg,dataset\coco\coco\coco2017\train_spectrum\img123167.jpg,dataset\latent_diffusion\latentdiff_spectrum\745\img007187.jpg
dataset\coco\coco\coco2017\train_spectrum\img113422.jpg,dataset\coco\coco\coco2017\train_spectrum\img085137.jpg,dataset\taming_transformer\tt-cc_spectrum\785\img038101.jpg
dataset\coco\coco\coco2017\train_spectrum\img067526.jpg,dataset\coco\coco\coco2017\train_spectrum\img046557.jpg,dataset\big_gan\big\biggan-spectrum\409\img003451.jpg
dataset\coco\coco\coco2017\train_spectrum\img044478.jpg,dataset\coco\coco\coco2017\train_spectrum\img144122.jpg,dataset\taming_transformer\tt-cc_spectrum\542\img024658.jpg
dataset\coco\coco\coco2017\train_spectrum\img131883.jpg,dataset\coco\coco\coco2017\train_spectrum\img108001.jpg,dataset\latent_diffusion\latentdiff_spectrum\698\img006650.jpg
dataset\coco\coco\coco2017\train_spectrum\img077011.jpg,dataset\coco\coco\coco2017\train_spectrum\img070852.jpg,dataset\latent_diffusion\latentdiff_spectrum\347\img002760.jpg
dataset\coco\coco\coco2017\train_spectrum\img127044.jpg,dataset\coco\coco\coco2017\train_spectrum\img053978.jpg,dataset\latent_diffusion\latentdiff_spectrum\654\img006176.jpg
dataset\coco\coco\coco2017\train_spectrum\img098269.jpg,dataset\coco\coco\coco2017\train_spectrum\img071214.jpg,dataset\big_gan\big\biggan-spectrum\133\img000396.jpg
dataset\coco\coco\coco2017\train_spectrum\img134407.jpg,dataset\coco\coco\coco2017\train_spectrum\img070261.jpg,dataset\taming_transformer\tt-cc_spectrum\226\img007139.jpg
dataset\coco\coco\coco2017\train_spectrum\img128511.jpg,dataset\coco\coco\coco2017\train_spectrum\img156308.jpg,dataset\taming_transformer\tt-cc_spectrum\174\img004246.jpg
dataset\coco\coco\coco2017\train_spectrum\img101718.jpg,dataset\coco\coco\coco2017\train_spectrum\img132246.jpg,dataset\big_gan\big\biggan-spectrum\969\img009665.jpg
dataset\coco\coco\coco2017\train_spectrum\img059193.jpg,dataset\coco\coco\coco2017\train_spectrum\img070751.jpg,dataset\big_gan\big\biggan-spectrum\293\img002165.jpg
dataset\coco\coco\coco2017\train_spectrum\img113208.jpg,dataset\coco\coco\coco2017\train_spectrum\img153443.jpg,dataset\big_gan\big\biggan-spectrum\995\img009957.jpg
dataset\coco\coco\coco2017\train_spectrum\img090357.jpg,dataset\coco\coco\coco2017\train_spectrum\img053119.jpg,dataset\taming_transformer\tt-cc_spectrum\662\img031339.jpg
dataset\coco\coco\coco2017\train_spectrum\img064213.jpg,dataset\coco\coco\coco2017\train_spectrum\img149652.jpg,dataset\taming_transformer\tt-cc_spectrum\68\img032279.jpg
dataset\coco\coco\coco2017\train_spectrum\img104738.jpg,dataset\coco\coco\coco2017\train_spectrum\img101296.jpg,dataset\taming_transformer\tt-cc_spectrum\412\img017485.jpg
dataset\coco\coco\coco2017\train_spectrum\img085364.jpg,dataset\coco\coco\coco2017\train_spectrum\img121589.jpg,dataset\big_gan\big\biggan-spectrum\68\img006452.jpg
dataset\coco\coco\coco2017\train_spectrum\img127553.jpg,dataset\coco\coco\coco2017\train_spectrum\img068228.jpg,dataset\big_gan\big\biggan-spectrum\894\img008838.jpg
dataset\coco\coco\coco2017\train_spectrum\img133347.jpg,dataset\coco\coco\coco2017\train_spectrum\img123855.jpg,dataset\latent_diffusion\latentdiff_spectrum\729\img007006.jpg
dataset\coco\coco\coco2017\train_spectrum\img110261.jpg,dataset\coco\coco\coco2017\train_spectrum\img151549.jpg,dataset\taming_transformer\tt-cc_spectrum\807\img039368.jpg
dataset\coco\coco\coco2017\train_spectrum\img068509.jpg,dataset\coco\coco\coco2017\train_spectrum\img134203.jpg,dataset\big_gan\big\biggan-spectrum\639\img006002.jpg
dataset\coco\coco\coco2017\train_spectrum\img138916.jpg,dataset\coco\coco\coco2017\train_spectrum\img082233.jpg,dataset\big_gan\big\biggan-spectrum\473\img004163.jpg
dataset\coco\coco\coco2017\train_spectrum\img127042.jpg,dataset\coco\coco\coco2017\train_spectrum\img114023.jpg,dataset\big_gan\big\biggan-spectrum\466\img004081.jpg
dataset\coco\coco\coco2017\train_spectrum\img127536.jpg,dataset\coco\coco\coco2017\train_spectrum\img054892.jpg,dataset\latent_diffusion\latentdiff_spectrum\821\img008035.jpg
dataset\coco\coco\coco2017\train_spectrum\img052284.jpg,dataset\coco\coco\coco2017\train_spectrum\img148071.jpg,dataset\taming_transformer\tt-cc_spectrum\970\img048441.jpg
dataset\coco\coco\coco2017\train_spectrum\img158919.jpg,dataset\coco\coco\coco2017\train_spectrum\img149104.jpg,dataset\taming_transformer\tt-cc_spectrum\812\img039651.jpg
dataset\coco\coco\coco2017\train_spectrum\img141003.jpg,dataset\coco\coco\coco2017\train_spectrum\img140402.jpg,dataset\latent_diffusion\latentdiff_spectrum\833\img008164.jpg
dataset\coco\coco\coco2017\train_spectrum\img066512.jpg,dataset\coco\coco\coco2017\train_spectrum\img158423.jpg,dataset\big_gan\big\biggan-spectrum\254\img001737.jpg
dataset\coco\coco\coco2017\train_spectrum\img115842.jpg,dataset\coco\coco\coco2017\train_spectrum\img065362.jpg,dataset\latent_diffusion\latentdiff_spectrum\512\img004602.jpg
dataset\coco\coco\coco2017\train_spectrum\img148170.jpg,dataset\coco\coco\coco2017\train_spectrum\img052389.jpg,dataset\latent_diffusion\latentdiff_spectrum\636\img005976.jpg
dataset\coco\coco\coco2017\train_spectrum\img047361.jpg,dataset\coco\coco\coco2017\train_spectrum\img079513.jpg,dataset\taming_transformer\tt-cc_spectrum\285\img010364.jpg
dataset\coco\coco\coco2017\train_spectrum\img126685.jpg,dataset\coco\coco\coco2017\train_spectrum\img106173.jpg,dataset\taming_transformer\tt-cc_spectrum\754\img036417.jpg
dataset\coco\coco\coco2017\train_spectrum\img054667.jpg,dataset\coco\coco\coco2017\train_spectrum\img132814.jpg,dataset\latent_diffusion\latentdiff_spectrum\529\img004788.jpg
dataset\coco\coco\coco2017\train_spectrum\img131816.jpg,dataset\coco\coco\coco2017\train_spectrum\img091590.jpg,dataset\latent_diffusion\latentdiff_spectrum\761\img007364.jpg
