Anchor,Positive,Negative
dataset\coco\coco\coco2017\train_spectrum\img140793.jpg,dataset\coco\coco\coco2017\train_spectrum\img140640.jpg,dataset\big_gan\big\biggan-spectrum\36\img002908.jpg
dataset\big_gan\big\biggan-spectrum\502\img004493.jpg,dataset\big_gan\big\biggan-spectrum\757\img007318.jpg,dataset\coco\coco\coco2017\train_spectrum\img133234.jpg
dataset\coco\coco\coco2017\train_spectrum\img046284.jpg,dataset\coco\coco\coco2017\train_spectrum\img077911.jpg,dataset\big_gan\big\biggan-spectrum\28\img002019.jpg
dataset\coco\coco\coco2017\train_spectrum\img111451.jpg,dataset\coco\coco\coco2017\train_spectrum\img155757.jpg,dataset\big_gan\big\biggan-spectrum\522\img004717.jpg
dataset\coco\coco\coco2017\train_spectrum\img102417.jpg,dataset\coco\coco\coco2017\train_spectrum\img149058.jpg,dataset\big_gan\big\biggan-spectrum\751\img007251.jpg
dataset\coco\coco\coco2017\train_spectrum\img056184.jpg,dataset\coco\coco\coco2017\train_spectrum\img095894.jpg,dataset\big_gan\big\biggan-spectrum\981\img009800.jpg
dataset\coco\coco\coco2017\train_spectrum\img085874.jpg,dataset\coco\coco\coco2017\train_spectrum\img144580.jpg,dataset\big_gan\big\biggan-spectrum\963\img009602.jpg
dataset\big_gan\big\biggan-spectrum\818\img007991.jpg,dataset\big_gan\big\biggan-spectrum\478\img004212.jpg,dataset\coco\coco\coco2017\train_spectrum\img130511.jpg
dataset\big_gan\big\biggan-spectrum\313\img002393.jpg,dataset\big_gan\big\biggan-spectrum\255\img001744.jpg,dataset\coco\coco\coco2017\train_spectrum\img074229.jpg
dataset\coco\coco\coco2017\train_spectrum\img064360.jpg,dataset\coco\coco\coco2017\train_spectrum\img095260.jpg,dataset\big_gan\big\biggan-spectrum\823\img008050.jpg
dataset\big_gan\big\biggan-spectrum\588\img005439.jpg,dataset\big_gan\big\biggan-spectrum\217\img001329.jpg,dataset\coco\coco\coco2017\train_spectrum\img113254.jpg
dataset\coco\coco\coco2017\train_spectrum\img077137.jpg,dataset\coco\coco\coco2017\train_spectrum\img145419.jpg,dataset\big_gan\big\biggan-spectrum\67\img006341.jpg
dataset\big_gan\big\biggan-spectrum\9\img008891.jpg,dataset\big_gan\big\biggan-spectrum\175\img000852.jpg,dataset\coco\coco\coco2017\train_spectrum\img125170.jpg
dataset\big_gan\big\biggan-spectrum\629\img005890.jpg,dataset\big_gan\big\biggan-spectrum\816\img007971.jpg,dataset\coco\coco\coco2017\train_spectrum\img112422.jpg
dataset\coco\coco\coco2017\train_spectrum\img041170.jpg,dataset\coco\coco\coco2017\train_spectrum\img080387.jpg,dataset\big_gan\big\biggan-spectrum\734\img007069.jpg
dataset\big_gan\big\biggan-spectrum\870\img008575.jpg,dataset\big_gan\big\biggan-spectrum\251\img001700.jpg,dataset\coco\coco\coco2017\train_spectrum\img106127.jpg
dataset\big_gan\big\biggan-spectrum\918\img009106.jpg,dataset\big_gan\big\biggan-spectrum\93\img009231.jpg,dataset\coco\coco\coco2017\train_spectrum\img087645.jpg
dataset\big_gan\big\biggan-spectrum\523\img004723.jpg,dataset\big_gan\big\biggan-spectrum\193\img001053.jpg,dataset\coco\coco\coco2017\train_spectrum\img154348.jpg
dataset\coco\coco\coco2017\train_spectrum\img073163.jpg,dataset\coco\coco\coco2017\train_spectrum\img154314.jpg,dataset\big_gan\big\biggan-spectrum\11\img000132.jpg
dataset\big_gan\big\biggan-spectrum\460\img004024.jpg,dataset\big_gan\big\biggan-spectrum\520\img004693.jpg,dataset\coco\coco\coco2017\train_spectrum\img087009.jpg
dataset\big_gan\big\biggan-spectrum\121\img000261.jpg,dataset\big_gan\big\biggan-spectrum\665\img006290.jpg,dataset\coco\coco\coco2017\train_spectrum\img095590.jpg
dataset\big_gan\big\biggan-spectrum\196\img001080.jpg,dataset\big_gan\big\biggan-spectrum\945\img009406.jpg,dataset\coco\coco\coco2017\train_spectrum\img065932.jpg
dataset\coco\coco\coco2017\train_spectrum\img055050.jpg,dataset\coco\coco\coco2017\train_spectrum\img145527.jpg,dataset\big_gan\big\biggan-spectrum\190\img001020.jpg
dataset\coco\coco\coco2017\train_spectrum\img050913.jpg,dataset\coco\coco\coco2017\train_spectrum\img095609.jpg,dataset\big_gan\big\biggan-spectrum\162\img000710.jpg
dataset\coco\coco\coco2017\train_spectrum\img044384.jpg,dataset\coco\coco\coco2017\train_spectrum\img105181.jpg,dataset\big_gan\big\biggan-spectrum\22\img001351.jpg
dataset\coco\coco\coco2017\train_spectrum\img085250.jpg,dataset\coco\coco\coco2017\train_spectrum\img067618.jpg,dataset\big_gan\big\biggan-spectrum\514\img004623.jpg
dataset\coco\coco\coco2017\train_spectrum\img097952.jpg,dataset\coco\coco\coco2017\train_spectrum\img083949.jpg,dataset\big_gan\big\biggan-spectrum\562\img005150.jpg
dataset\big_gan\big\biggan-spectrum\782\img007595.jpg,dataset\big_gan\big\biggan-spectrum\890\img008791.jpg,dataset\coco\coco\coco2017\train_spectrum\img146650.jpg
dataset\big_gan\big\biggan-spectrum\91\img009015.jpg,dataset\big_gan\big\biggan-spectrum\921\img009146.jpg,dataset\coco\coco\coco2017\train_spectrum\img134907.jpg
dataset\coco\coco\coco2017\train_spectrum\img139566.jpg,dataset\coco\coco\coco2017\train_spectrum\img054282.jpg,dataset\big_gan\big\biggan-spectrum\722\img006930.jpg
dataset\big_gan\big\biggan-spectrum\19\img001010.jpg,dataset\big_gan\big\biggan-spectrum\159\img000670.jpg,dataset\coco\coco\coco2017\train_spectrum\img142267.jpg
dataset\coco\coco\coco2017\train_spectrum\img147456.jpg,dataset\coco\coco\coco2017\train_spectrum\img081438.jpg,dataset\big_gan\big\biggan-spectrum\883\img008716.jpg
dataset\coco\coco\coco2017\train_spectrum\img052822.jpg,dataset\coco\coco\coco2017\train_spectrum\img154211.jpg,dataset\big_gan\big\biggan-spectrum\3\img002237.jpg
dataset\coco\coco\coco2017\train_spectrum\img048409.jpg,dataset\coco\coco\coco2017\train_spectrum\img096859.jpg,dataset\big_gan\big\biggan-spectrum\73\img007012.jpg
dataset\coco\coco\coco2017\train_spectrum\img151183.jpg,dataset\coco\coco\coco2017\train_spectrum\img127868.jpg,dataset\big_gan\big\biggan-spectrum\492\img004375.jpg
dataset\coco\coco\coco2017\train_spectrum\img148398.jpg,dataset\coco\coco\coco2017\train_spectrum\img079939.jpg,dataset\big_gan\big\biggan-spectrum\138\img000445.jpg
dataset\big_gan\big\biggan-spectrum\856\img008418.jpg,dataset\big_gan\big\biggan-spectrum\658\img006213.jpg,dataset\coco\coco\coco2017\train_spectrum\img044174.jpg
dataset\coco\coco\coco2017\train_spectrum\img082010.jpg,dataset\coco\coco\coco2017\train_spectrum\img061598.jpg,dataset\big_gan\big\biggan-spectrum\126\img000318.jpg
dataset\coco\coco\coco2017\train_spectrum\img125612.jpg,dataset\coco\coco\coco2017\train_spectrum\img090922.jpg,dataset\big_gan\big\biggan-spectrum\730\img007020.jpg
dataset\big_gan\big\biggan-spectrum\342\img002710.jpg,dataset\big_gan\big\biggan-spectrum\50\img004464.jpg,dataset\coco\coco\coco2017\train_spectrum\img153462.jpg
dataset\big_gan\big\biggan-spectrum\519\img004678.jpg,dataset\big_gan\big\biggan-spectrum\434\img003735.jpg,dataset\coco\coco\coco2017\train_spectrum\img085166.jpg
dataset\big_gan\big\biggan-spectrum\477\img004204.jpg,dataset\big_gan\big\biggan-spectrum\999\img009997.jpg,dataset\coco\coco\coco2017\train_spectrum\img117090.jpg
dataset\coco\coco\coco2017\train_spectrum\img140504.jpg,dataset\coco\coco\coco2017\train_spectrum\img129536.jpg,dataset\big_gan\big\biggan-spectrum\414\img003517.jpg
dataset\coco\coco\coco2017\train_spectrum\img153411.jpg,dataset\coco\coco\coco2017\train_spectrum\img086228.jpg,dataset\big_gan\big\biggan-spectrum\668\img006325.jpg
dataset\coco\coco\coco2017\train_spectrum\img148590.jpg,dataset\coco\coco\coco2017\train_spectrum\img118028.jpg,dataset\big_gan\big\biggan-spectrum\48\img004230.jpg
dataset\big_gan\big\biggan-spectrum\765\img007406.jpg,dataset\big_gan\big\biggan-spectrum\96\img009560.jpg,dataset\coco\coco\coco2017\train_spectrum\img129694.jpg
dataset\coco\coco\coco2017\train_spectrum\img063817.jpg,dataset\coco\coco\coco2017\train_spectrum\img056183.jpg,dataset\big_gan\big\biggan-spectrum\735\img007079.jpg
dataset\big_gan\big\biggan-spectrum\55\img005016.jpg,dataset\big_gan\big\biggan-spectrum\980\img009798.jpg,dataset\coco\coco\coco2017\train_spectrum\img093774.jpg
dataset\big_gan\big\biggan-spectrum\306\img002312.jpg,dataset\big_gan\big\biggan-spectrum\945\img009409.jpg,dataset\coco\coco\coco2017\train_spectrum\img092150.jpg
dataset\coco\coco\coco2017\train_spectrum\img064837.jpg,dataset\coco\coco\coco2017\train_spectrum\img058225.jpg,dataset\big_gan\big\biggan-spectrum\925\img009181.jpg
dataset\big_gan\big\biggan-spectrum\401\img003372.jpg,dataset\big_gan\big\biggan-spectrum\954\img009502.jpg,dataset\coco\coco\coco2017\train_spectrum\img102118.jpg
dataset\coco\coco\coco2017\train_spectrum\img075959.jpg,dataset\coco\coco\coco2017\train_spectrum\img100981.jpg,dataset\big_gan\big\biggan-spectrum\373\img003059.jpg
dataset\coco\coco\coco2017\train_spectrum\img139328.jpg,dataset\coco\coco\coco2017\train_spectrum\img046284.jpg,dataset\big_gan\big\biggan-spectrum\737\img007093.jpg
dataset\coco\coco\coco2017\train_spectrum\img118098.jpg,dataset\coco\coco\coco2017\train_spectrum\img138040.jpg,dataset\big_gan\big\biggan-spectrum\922\img009157.jpg
dataset\big_gan\big\biggan-spectrum\885\img008738.jpg,dataset\big_gan\big\biggan-spectrum\166\img000755.jpg,dataset\coco\coco\coco2017\train_spectrum\img135351.jpg
dataset\coco\coco\coco2017\train_spectrum\img061868.jpg,dataset\coco\coco\coco2017\train_spectrum\img060879.jpg,dataset\big_gan\big\biggan-spectrum\605\img005635.jpg
dataset\coco\coco\coco2017\train_spectrum\img143821.jpg,dataset\coco\coco\coco2017\train_spectrum\img117079.jpg,dataset\big_gan\big\biggan-spectrum\622\img005824.jpg
dataset\coco\coco\coco2017\train_spectrum\img082498.jpg,dataset\coco\coco\coco2017\train_spectrum\img100227.jpg,dataset\big_gan\big\biggan-spectrum\345\img002744.jpg
dataset\coco\coco\coco2017\train_spectrum\img068645.jpg,dataset\coco\coco\coco2017\train_spectrum\img090829.jpg,dataset\big_gan\big\biggan-spectrum\520\img004699.jpg
dataset\big_gan\big\biggan-spectrum\18\img000903.jpg,dataset\big_gan\big\biggan-spectrum\493\img004384.jpg,dataset\coco\coco\coco2017\train_spectrum\img133405.jpg
dataset\big_gan\big\biggan-spectrum\43\img003680.jpg,dataset\big_gan\big\biggan-spectrum\948\img009430.jpg,dataset\coco\coco\coco2017\train_spectrum\img133890.jpg
dataset\coco\coco\coco2017\train_spectrum\img048113.jpg,dataset\coco\coco\coco2017\train_spectrum\img065952.jpg,dataset\big_gan\big\biggan-spectrum\524\img004738.jpg
dataset\big_gan\big\biggan-spectrum\793\img007710.jpg,dataset\big_gan\big\biggan-spectrum\440\img003808.jpg,dataset\coco\coco\coco2017\train_spectrum\img144110.jpg
dataset\big_gan\big\biggan-spectrum\725\img006966.jpg,dataset\big_gan\big\biggan-spectrum\278\img001990.jpg,dataset\coco\coco\coco2017\train_spectrum\img098267.jpg
dataset\big_gan\big\biggan-spectrum\344\img002734.jpg,dataset\big_gan\big\biggan-spectrum\7\img006674.jpg,dataset\coco\coco\coco2017\train_spectrum\img117265.jpg
dataset\coco\coco\coco2017\train_spectrum\img080592.jpg,dataset\coco\coco\coco2017\train_spectrum\img069044.jpg,dataset\big_gan\big\biggan-spectrum\2\img001121.jpg
dataset\big_gan\big\biggan-spectrum\252\img001714.jpg,dataset\big_gan\big\biggan-spectrum\325\img002529.jpg,dataset\coco\coco\coco2017\train_spectrum\img132000.jpg
dataset\big_gan\big\biggan-spectrum\155\img000633.jpg,dataset\big_gan\big\biggan-spectrum\914\img009066.jpg,dataset\coco\coco\coco2017\train_spectrum\img046341.jpg
dataset\coco\coco\coco2017\train_spectrum\img156071.jpg,dataset\coco\coco\coco2017\train_spectrum\img156771.jpg,dataset\big_gan\big\biggan-spectrum\944\img009394.jpg
dataset\coco\coco\coco2017\train_spectrum\img144849.jpg,dataset\coco\coco\coco2017\train_spectrum\img054802.jpg,dataset\big_gan\big\biggan-spectrum\700\img006691.jpg
dataset\coco\coco\coco2017\train_spectrum\img108642.jpg,dataset\coco\coco\coco2017\train_spectrum\img072846.jpg,dataset\big_gan\big\biggan-spectrum\690\img006579.jpg
dataset\coco\coco\coco2017\train_spectrum\img055765.jpg,dataset\coco\coco\coco2017\train_spectrum\img114982.jpg,dataset\big_gan\big\biggan-spectrum\205\img001193.jpg
dataset\big_gan\big\biggan-spectrum\634\img005958.jpg,dataset\big_gan\big\biggan-spectrum\856\img008411.jpg,dataset\coco\coco\coco2017\train_spectrum\img086732.jpg
dataset\big_gan\big\biggan-spectrum\415\img003520.jpg,dataset\big_gan\big\biggan-spectrum\707\img006766.jpg,dataset\coco\coco\coco2017\train_spectrum\img091794.jpg
dataset\big_gan\big\biggan-spectrum\400\img003369.jpg,dataset\big_gan\big\biggan-spectrum\993\img009930.jpg,dataset\coco\coco\coco2017\train_spectrum\img125056.jpg
dataset\big_gan\big\biggan-spectrum\474\img004174.jpg,dataset\big_gan\big\biggan-spectrum\16\img000683.jpg,dataset\coco\coco\coco2017\train_spectrum\img111995.jpg
dataset\coco\coco\coco2017\train_spectrum\img132621.jpg,dataset\coco\coco\coco2017\train_spectrum\img156186.jpg,dataset\big_gan\big\biggan-spectrum\808\img007887.jpg
dataset\big_gan\big\biggan-spectrum\51\img004579.jpg,dataset\big_gan\big\biggan-spectrum\531\img004817.jpg,dataset\coco\coco\coco2017\train_spectrum\img102536.jpg
dataset\big_gan\big\biggan-spectrum\846\img008301.jpg,dataset\big_gan\big\biggan-spectrum\161\img000701.jpg,dataset\coco\coco\coco2017\train_spectrum\img072190.jpg
dataset\coco\coco\coco2017\train_spectrum\img133199.jpg,dataset\coco\coco\coco2017\train_spectrum\img132467.jpg,dataset\big_gan\big\biggan-spectrum\996\img009960.jpg
dataset\big_gan\big\biggan-spectrum\948\img009433.jpg,dataset\big_gan\big\biggan-spectrum\223\img001397.jpg,dataset\coco\coco\coco2017\train_spectrum\img112752.jpg
dataset\coco\coco\coco2017\train_spectrum\img156410.jpg,dataset\coco\coco\coco2017\train_spectrum\img098340.jpg,dataset\big_gan\big\biggan-spectrum\266\img001869.jpg
dataset\big_gan\big\biggan-spectrum\923\img009162.jpg,dataset\big_gan\big\biggan-spectrum\38\img003128.jpg,dataset\coco\coco\coco2017\train_spectrum\img112871.jpg
dataset\big_gan\big\biggan-spectrum\392\img003267.jpg,dataset\big_gan\big\biggan-spectrum\891\img008805.jpg,dataset\coco\coco\coco2017\train_spectrum\img134814.jpg
dataset\big_gan\big\biggan-spectrum\795\img007732.jpg,dataset\big_gan\big\biggan-spectrum\753\img007270.jpg,dataset\coco\coco\coco2017\train_spectrum\img130707.jpg
dataset\big_gan\big\biggan-spectrum\67\img006347.jpg,dataset\big_gan\big\biggan-spectrum\357\img002875.jpg,dataset\coco\coco\coco2017\train_spectrum\img158224.jpg
dataset\coco\coco\coco2017\train_spectrum\img152254.jpg,dataset\coco\coco\coco2017\train_spectrum\img111717.jpg,dataset\big_gan\big\biggan-spectrum\414\img003518.jpg
dataset\coco\coco\coco2017\train_spectrum\img067716.jpg,dataset\coco\coco\coco2017\train_spectrum\img067795.jpg,dataset\big_gan\big\biggan-spectrum\336\img002640.jpg
dataset\big_gan\big\biggan-spectrum\62\img005794.jpg,dataset\big_gan\big\biggan-spectrum\131\img000375.jpg,dataset\coco\coco\coco2017\train_spectrum\img143731.jpg
dataset\big_gan\big\biggan-spectrum\469\img004115.jpg,dataset\big_gan\big\biggan-spectrum\983\img009827.jpg,dataset\coco\coco\coco2017\train_spectrum\img106560.jpg
dataset\coco\coco\coco2017\train_spectrum\img062265.jpg,dataset\coco\coco\coco2017\train_spectrum\img079933.jpg,dataset\big_gan\big\biggan-spectrum\585\img005404.jpg
dataset\big_gan\big\biggan-spectrum\940\img009354.jpg,dataset\big_gan\big\biggan-spectrum\211\img001264.jpg,dataset\coco\coco\coco2017\train_spectrum\img114432.jpg
dataset\coco\coco\coco2017\train_spectrum\img087331.jpg,dataset\coco\coco\coco2017\train_spectrum\img057082.jpg,dataset\big_gan\big\biggan-spectrum\840\img008243.jpg
dataset\big_gan\big\biggan-spectrum\134\img000409.jpg,dataset\big_gan\big\biggan-spectrum\392\img003261.jpg,dataset\coco\coco\coco2017\train_spectrum\img122770.jpg
dataset\coco\coco\coco2017\train_spectrum\img051682.jpg,dataset\coco\coco\coco2017\train_spectrum\img152075.jpg,dataset\big_gan\big\biggan-spectrum\868\img008544.jpg
dataset\coco\coco\coco2017\train_spectrum\img125983.jpg,dataset\coco\coco\coco2017\train_spectrum\img155343.jpg,dataset\big_gan\big\biggan-spectrum\705\img006746.jpg
dataset\coco\coco\coco2017\train_spectrum\img071989.jpg,dataset\coco\coco\coco2017\train_spectrum\img072514.jpg,dataset\big_gan\big\biggan-spectrum\993\img009934.jpg
dataset\big_gan\big\biggan-spectrum\355\img002850.jpg,dataset\big_gan\big\biggan-spectrum\197\img001098.jpg,dataset\coco\coco\coco2017\train_spectrum\img063108.jpg
dataset\coco\coco\coco2017\train_spectrum\img054056.jpg,dataset\coco\coco\coco2017\train_spectrum\img131130.jpg,dataset\big_gan\big\biggan-spectrum\938\img009322.jpg
dataset\coco\coco\coco2017\train_spectrum\img040734.jpg,dataset\coco\coco\coco2017\train_spectrum\img103811.jpg,dataset\big_gan\big\biggan-spectrum\536\img004863.jpg
dataset\big_gan\big\biggan-spectrum\330\img002588.jpg,dataset\big_gan\big\biggan-spectrum\219\img001342.jpg,dataset\coco\coco\coco2017\train_spectrum\img119875.jpg
dataset\big_gan\big\biggan-spectrum\997\img009974.jpg,dataset\big_gan\big\biggan-spectrum\843\img008274.jpg,dataset\coco\coco\coco2017\train_spectrum\img085667.jpg
dataset\big_gan\big\biggan-spectrum\952\img009486.jpg,dataset\big_gan\big\biggan-spectrum\665\img006298.jpg,dataset\coco\coco\coco2017\train_spectrum\img051369.jpg
dataset\big_gan\big\biggan-spectrum\402\img003383.jpg,dataset\big_gan\big\biggan-spectrum\380\img003138.jpg,dataset\coco\coco\coco2017\train_spectrum\img140999.jpg
dataset\coco\coco\coco2017\train_spectrum\img137191.jpg,dataset\coco\coco\coco2017\train_spectrum\img126582.jpg,dataset\big_gan\big\biggan-spectrum\420\img003586.jpg
dataset\coco\coco\coco2017\train_spectrum\img064327.jpg,dataset\coco\coco\coco2017\train_spectrum\img105625.jpg,dataset\big_gan\big\biggan-spectrum\965\img009624.jpg
dataset\big_gan\big\biggan-spectrum\278\img001990.jpg,dataset\big_gan\big\biggan-spectrum\37\img003015.jpg,dataset\coco\coco\coco2017\train_spectrum\img141696.jpg
dataset\coco\coco\coco2017\train_spectrum\img111199.jpg,dataset\coco\coco\coco2017\train_spectrum\img052360.jpg,dataset\big_gan\big\biggan-spectrum\501\img004486.jpg
dataset\big_gan\big\biggan-spectrum\976\img009745.jpg,dataset\big_gan\big\biggan-spectrum\434\img003734.jpg,dataset\coco\coco\coco2017\train_spectrum\img104413.jpg
dataset\coco\coco\coco2017\train_spectrum\img090964.jpg,dataset\coco\coco\coco2017\train_spectrum\img112972.jpg,dataset\big_gan\big\biggan-spectrum\384\img003176.jpg
dataset\coco\coco\coco2017\train_spectrum\img135882.jpg,dataset\coco\coco\coco2017\train_spectrum\img124403.jpg,dataset\big_gan\big\biggan-spectrum\459\img004006.jpg
dataset\coco\coco\coco2017\train_spectrum\img136412.jpg,dataset\coco\coco\coco2017\train_spectrum\img092212.jpg,dataset\big_gan\big\biggan-spectrum\535\img004852.jpg
dataset\coco\coco\coco2017\train_spectrum\img140998.jpg,dataset\coco\coco\coco2017\train_spectrum\img087408.jpg,dataset\big_gan\big\biggan-spectrum\230\img001478.jpg
dataset\big_gan\big\biggan-spectrum\948\img009435.jpg,dataset\big_gan\big\biggan-spectrum\370\img003026.jpg,dataset\coco\coco\coco2017\train_spectrum\img133430.jpg
dataset\big_gan\big\biggan-spectrum\15\img000577.jpg,dataset\big_gan\big\biggan-spectrum\861\img008479.jpg,dataset\coco\coco\coco2017\train_spectrum\img046171.jpg
dataset\coco\coco\coco2017\train_spectrum\img123281.jpg,dataset\coco\coco\coco2017\train_spectrum\img136412.jpg,dataset\big_gan\big\biggan-spectrum\170\img000807.jpg
dataset\coco\coco\coco2017\train_spectrum\img070645.jpg,dataset\coco\coco\coco2017\train_spectrum\img068758.jpg,dataset\big_gan\big\biggan-spectrum\240\img001584.jpg
dataset\big_gan\big\biggan-spectrum\937\img009316.jpg,dataset\big_gan\big\biggan-spectrum\922\img009152.jpg,dataset\coco\coco\coco2017\train_spectrum\img112768.jpg
dataset\big_gan\big\biggan-spectrum\532\img004821.jpg,dataset\big_gan\big\biggan-spectrum\128\img000339.jpg,dataset\coco\coco\coco2017\train_spectrum\img132082.jpg
dataset\coco\coco\coco2017\train_spectrum\img079460.jpg,dataset\coco\coco\coco2017\train_spectrum\img077654.jpg,dataset\big_gan\big\biggan-spectrum\261\img001811.jpg
dataset\big_gan\big\biggan-spectrum\106\img000093.jpg,dataset\big_gan\big\biggan-spectrum\509\img004560.jpg,dataset\coco\coco\coco2017\train_spectrum\img118421.jpg
dataset\big_gan\big\biggan-spectrum\273\img001947.jpg,dataset\big_gan\big\biggan-spectrum\977\img009751.jpg,dataset\coco\coco\coco2017\train_spectrum\img076492.jpg
dataset\big_gan\big\biggan-spectrum\197\img001094.jpg,dataset\big_gan\big\biggan-spectrum\361\img002926.jpg,dataset\coco\coco\coco2017\train_spectrum\img076959.jpg
dataset\big_gan\big\biggan-spectrum\251\img001702.jpg,dataset\big_gan\big\biggan-spectrum\441\img003811.jpg,dataset\coco\coco\coco2017\train_spectrum\img053877.jpg
dataset\coco\coco\coco2017\train_spectrum\img118801.jpg,dataset\coco\coco\coco2017\train_spectrum\img082185.jpg,dataset\big_gan\big\biggan-spectrum\2\img001125.jpg
dataset\coco\coco\coco2017\train_spectrum\img155960.jpg,dataset\coco\coco\coco2017\train_spectrum\img055445.jpg,dataset\big_gan\big\biggan-spectrum\767\img007425.jpg
dataset\big_gan\big\biggan-spectrum\47\img004129.jpg,dataset\big_gan\big\biggan-spectrum\837\img008201.jpg,dataset\coco\coco\coco2017\train_spectrum\img122458.jpg
dataset\big_gan\big\biggan-spectrum\153\img000612.jpg,dataset\big_gan\big\biggan-spectrum\898\img008877.jpg,dataset\coco\coco\coco2017\train_spectrum\img136412.jpg
dataset\big_gan\big\biggan-spectrum\806\img007865.jpg,dataset\big_gan\big\biggan-spectrum\236\img001538.jpg,dataset\coco\coco\coco2017\train_spectrum\img116806.jpg
dataset\coco\coco\coco2017\train_spectrum\img057454.jpg,dataset\coco\coco\coco2017\train_spectrum\img041556.jpg,dataset\big_gan\big\biggan-spectrum\952\img009486.jpg
dataset\big_gan\big\biggan-spectrum\366\img002979.jpg,dataset\big_gan\big\biggan-spectrum\46\img004016.jpg,dataset\coco\coco\coco2017\train_spectrum\img087684.jpg
dataset\coco\coco\coco2017\train_spectrum\img112706.jpg,dataset\coco\coco\coco2017\train_spectrum\img120592.jpg,dataset\big_gan\big\biggan-spectrum\424\img003620.jpg
dataset\big_gan\big\biggan-spectrum\593\img005490.jpg,dataset\big_gan\big\biggan-spectrum\351\img002816.jpg,dataset\coco\coco\coco2017\train_spectrum\img095673.jpg
dataset\big_gan\big\biggan-spectrum\130\img000368.jpg,dataset\big_gan\big\biggan-spectrum\920\img009136.jpg,dataset\coco\coco\coco2017\train_spectrum\img143619.jpg
dataset\big_gan\big\biggan-spectrum\35\img002799.jpg,dataset\big_gan\big\biggan-spectrum\812\img007930.jpg,dataset\coco\coco\coco2017\train_spectrum\img129277.jpg
dataset\big_gan\big\biggan-spectrum\398\img003326.jpg,dataset\big_gan\big\biggan-spectrum\500\img004472.jpg,dataset\coco\coco\coco2017\train_spectrum\img074039.jpg
dataset\big_gan\big\biggan-spectrum\445\img003857.jpg,dataset\big_gan\big\biggan-spectrum\480\img004248.jpg,dataset\coco\coco\coco2017\train_spectrum\img152699.jpg
dataset\big_gan\big\biggan-spectrum\596\img005526.jpg,dataset\big_gan\big\biggan-spectrum\962\img009594.jpg,dataset\coco\coco\coco2017\train_spectrum\img077649.jpg
dataset\coco\coco\coco2017\train_spectrum\img046268.jpg,dataset\coco\coco\coco2017\train_spectrum\img126942.jpg,dataset\big_gan\big\biggan-spectrum\55\img005016.jpg
dataset\coco\coco\coco2017\train_spectrum\img132061.jpg,dataset\coco\coco\coco2017\train_spectrum\img072641.jpg,dataset\big_gan\big\biggan-spectrum\555\img005074.jpg
dataset\coco\coco\coco2017\train_spectrum\img141967.jpg,dataset\coco\coco\coco2017\train_spectrum\img087774.jpg,dataset\big_gan\big\biggan-spectrum\271\img001921.jpg
dataset\coco\coco\coco2017\train_spectrum\img105824.jpg,dataset\coco\coco\coco2017\train_spectrum\img108966.jpg,dataset\big_gan\big\biggan-spectrum\297\img002204.jpg
dataset\coco\coco\coco2017\train_spectrum\img086602.jpg,dataset\coco\coco\coco2017\train_spectrum\img066777.jpg,dataset\big_gan\big\biggan-spectrum\463\img004057.jpg
dataset\coco\coco\coco2017\train_spectrum\img079653.jpg,dataset\coco\coco\coco2017\train_spectrum\img081045.jpg,dataset\big_gan\big\biggan-spectrum\122\img000275.jpg
dataset\big_gan\big\biggan-spectrum\738\img007106.jpg,dataset\big_gan\big\biggan-spectrum\622\img005822.jpg,dataset\coco\coco\coco2017\train_spectrum\img103811.jpg
dataset\coco\coco\coco2017\train_spectrum\img049604.jpg,dataset\coco\coco\coco2017\train_spectrum\img100175.jpg,dataset\big_gan\big\biggan-spectrum\727\img006983.jpg
dataset\big_gan\big\biggan-spectrum\336\img002645.jpg,dataset\big_gan\big\biggan-spectrum\791\img007694.jpg,dataset\coco\coco\coco2017\train_spectrum\img152615.jpg
dataset\big_gan\big\biggan-spectrum\786\img007636.jpg,dataset\big_gan\big\biggan-spectrum\298\img002217.jpg,dataset\coco\coco\coco2017\train_spectrum\img116183.jpg
dataset\big_gan\big\biggan-spectrum\479\img004228.jpg,dataset\big_gan\big\biggan-spectrum\654\img006175.jpg,dataset\coco\coco\coco2017\train_spectrum\img068545.jpg
dataset\coco\coco\coco2017\train_spectrum\img073108.jpg,dataset\coco\coco\coco2017\train_spectrum\img050776.jpg,dataset\big_gan\big\biggan-spectrum\705\img006744.jpg
dataset\coco\coco\coco2017\train_spectrum\img156951.jpg,dataset\coco\coco\coco2017\train_spectrum\img117086.jpg,dataset\big_gan\big\biggan-spectrum\152\img000603.jpg
dataset\coco\coco\coco2017\train_spectrum\img131411.jpg,dataset\coco\coco\coco2017\train_spectrum\img154673.jpg,dataset\big_gan\big\biggan-spectrum\776\img007525.jpg
dataset\big_gan\big\biggan-spectrum\23\img001468.jpg,dataset\big_gan\big\biggan-spectrum\309\img002341.jpg,dataset\coco\coco\coco2017\train_spectrum\img145077.jpg
dataset\coco\coco\coco2017\train_spectrum\img143505.jpg,dataset\coco\coco\coco2017\train_spectrum\img152305.jpg,dataset\big_gan\big\biggan-spectrum\716\img006867.jpg
dataset\big_gan\big\biggan-spectrum\439\img003780.jpg,dataset\big_gan\big\biggan-spectrum\751\img007256.jpg,dataset\coco\coco\coco2017\train_spectrum\img131275.jpg
