Anchor,Positive,Negative
dataset\big_gan\big\biggan-spectrum\481\img004253.jpg,dataset\big_gan\big\biggan-spectrum\10\img000029.jpg,dataset\taming_transformer\tt-coco_spectrum\img002112.jpg
dataset\big_gan\big\biggan-spectrum\885\img008735.jpg,dataset\big_gan\big\biggan-spectrum\427\img003657.jpg,dataset\taming_transformer\tt-coco_spectrum\img004434.jpg
dataset\big_gan\big\biggan-spectrum\803\img007839.jpg,dataset\big_gan\big\biggan-spectrum\916\img009085.jpg,dataset\taming_transformer\tt-coco_spectrum\img002482.jpg
dataset\big_gan\big\biggan-spectrum\979\img009772.jpg,dataset\big_gan\big\biggan-spectrum\162\img000710.jpg,dataset\taming_transformer\tt-coco_spectrum\img000976.jpg
dataset\big_gan\big\biggan-spectrum\969\img009662.jpg,dataset\big_gan\big\biggan-spectrum\654\img006173.jpg,dataset\taming_transformer\tt-coco_spectrum\img000288.jpg
dataset\big_gan\big\biggan-spectrum\358\img002889.jpg,dataset\big_gan\big\biggan-spectrum\598\img005545.jpg,dataset\taming_transformer\tt-coco_spectrum\img003780.jpg
dataset\big_gan\big\biggan-spectrum\431\img003708.jpg,dataset\big_gan\big\biggan-spectrum\42\img003574.jpg,dataset\taming_transformer\tt-coco_spectrum\img000625.jpg
dataset\big_gan\big\biggan-spectrum\587\img005427.jpg,dataset\big_gan\big\biggan-spectrum\824\img008067.jpg,dataset\taming_transformer\tt-coco_spectrum\img000250.jpg
dataset\big_gan\big\biggan-spectrum\713\img006833.jpg,dataset\big_gan\big\biggan-spectrum\542\img004931.jpg,dataset\taming_transformer\tt-coco_spectrum\img004644.jpg
dataset\taming_transformer\tt-coco_spectrum\img003401.jpg,dataset\taming_transformer\tt-coco_spectrum\img000333.jpg,dataset\big_gan\big\biggan-spectrum\591\img005478.jpg
dataset\big_gan\big\biggan-spectrum\478\img004216.jpg,dataset\big_gan\big\biggan-spectrum\137\img000438.jpg,dataset\taming_transformer\tt-coco_spectrum\img003902.jpg
dataset\taming_transformer\tt-coco_spectrum\img003331.jpg,dataset\taming_transformer\tt-coco_spectrum\img002333.jpg,dataset\big_gan\big\biggan-spectrum\410\img003478.jpg
dataset\big_gan\big\biggan-spectrum\43\img003683.jpg,dataset\big_gan\big\biggan-spectrum\570\img005242.jpg,dataset\taming_transformer\tt-coco_spectrum\img000100.jpg
dataset\big_gan\big\biggan-spectrum\844\img008286.jpg,dataset\big_gan\big\biggan-spectrum\274\img001957.jpg,dataset\taming_transformer\tt-coco_spectrum\img003822.jpg
dataset\big_gan\big\biggan-spectrum\419\img003564.jpg,dataset\big_gan\big\biggan-spectrum\618\img005774.jpg,dataset\taming_transformer\tt-coco_spectrum\img002284.jpg
dataset\big_gan\big\biggan-spectrum\289\img002114.jpg,dataset\big_gan\big\biggan-spectrum\229\img001450.jpg,dataset\taming_transformer\tt-coco_spectrum\img003528.jpg
dataset\taming_transformer\tt-coco_spectrum\img004323.jpg,dataset\taming_transformer\tt-coco_spectrum\img000325.jpg,dataset\big_gan\big\biggan-spectrum\722\img006932.jpg
dataset\taming_transformer\tt-coco_spectrum\img001874.jpg,dataset\taming_transformer\tt-coco_spectrum\img003535.jpg,dataset\big_gan\big\biggan-spectrum\925\img009183.jpg
dataset\big_gan\big\biggan-spectrum\291\img002147.jpg,dataset\big_gan\big\biggan-spectrum\764\img007391.jpg,dataset\taming_transformer\tt-coco_spectrum\img003771.jpg
dataset\taming_transformer\tt-coco_spectrum\img003571.jpg,dataset\taming_transformer\tt-coco_spectrum\img001077.jpg,dataset\big_gan\big\biggan-spectrum\454\img003956.jpg
dataset\taming_transformer\tt-coco_spectrum\img004974.jpg,dataset\taming_transformer\tt-coco_spectrum\img004736.jpg,dataset\big_gan\big\biggan-spectrum\430\img003699.jpg
dataset\big_gan\big\biggan-spectrum\111\img000157.jpg,dataset\big_gan\big\biggan-spectrum\30\img002249.jpg,dataset\taming_transformer\tt-coco_spectrum\img001196.jpg
dataset\taming_transformer\tt-coco_spectrum\img001276.jpg,dataset\taming_transformer\tt-coco_spectrum\img003131.jpg,dataset\big_gan\big\biggan-spectrum\813\img007947.jpg
dataset\taming_transformer\tt-coco_spectrum\img002783.jpg,dataset\taming_transformer\tt-coco_spectrum\img001577.jpg,dataset\big_gan\big\biggan-spectrum\842\img008264.jpg
dataset\taming_transformer\tt-coco_spectrum\img003714.jpg,dataset\taming_transformer\tt-coco_spectrum\img002150.jpg,dataset\big_gan\big\biggan-spectrum\249\img001674.jpg
dataset\taming_transformer\tt-coco_spectrum\img002032.jpg,dataset\taming_transformer\tt-coco_spectrum\img003626.jpg,dataset\big_gan\big\biggan-spectrum\173\img000838.jpg
dataset\big_gan\big\biggan-spectrum\418\img003552.jpg,dataset\big_gan\big\biggan-spectrum\625\img005853.jpg,dataset\taming_transformer\tt-coco_spectrum\img000699.jpg
dataset\taming_transformer\tt-coco_spectrum\img000842.jpg,dataset\taming_transformer\tt-coco_spectrum\img000165.jpg,dataset\big_gan\big\biggan-spectrum\213\img001284.jpg
dataset\taming_transformer\tt-coco_spectrum\img002954.jpg,dataset\taming_transformer\tt-coco_spectrum\img000277.jpg,dataset\big_gan\big\biggan-spectrum\666\img006308.jpg
dataset\big_gan\big\biggan-spectrum\234\img001510.jpg,dataset\big_gan\big\biggan-spectrum\257\img001763.jpg,dataset\taming_transformer\tt-coco_spectrum\img000200.jpg
dataset\big_gan\big\biggan-spectrum\568\img005210.jpg,dataset\big_gan\big\biggan-spectrum\943\img009384.jpg,dataset\taming_transformer\tt-coco_spectrum\img000046.jpg
dataset\big_gan\big\biggan-spectrum\741\img007141.jpg,dataset\big_gan\big\biggan-spectrum\557\img005097.jpg,dataset\taming_transformer\tt-coco_spectrum\img003830.jpg
dataset\big_gan\big\biggan-spectrum\923\img009168.jpg,dataset\big_gan\big\biggan-spectrum\223\img001390.jpg,dataset\taming_transformer\tt-coco_spectrum\img004009.jpg
dataset\big_gan\big\biggan-spectrum\532\img004827.jpg,dataset\big_gan\big\biggan-spectrum\503\img004504.jpg,dataset\taming_transformer\tt-coco_spectrum\img002366.jpg
dataset\big_gan\big\biggan-spectrum\162\img000717.jpg,dataset\big_gan\big\biggan-spectrum\147\img000543.jpg,dataset\taming_transformer\tt-coco_spectrum\img002492.jpg
dataset\big_gan\big\biggan-spectrum\892\img008811.jpg,dataset\big_gan\big\biggan-spectrum\763\img007385.jpg,dataset\taming_transformer\tt-coco_spectrum\img001468.jpg
dataset\big_gan\big\biggan-spectrum\362\img002934.jpg,dataset\big_gan\big\biggan-spectrum\598\img005542.jpg,dataset\taming_transformer\tt-coco_spectrum\img004638.jpg
dataset\big_gan\big\biggan-spectrum\549\img005001.jpg,dataset\big_gan\big\biggan-spectrum\671\img006366.jpg,dataset\taming_transformer\tt-coco_spectrum\img001404.jpg
dataset\big_gan\big\biggan-spectrum\998\img009980.jpg,dataset\big_gan\big\biggan-spectrum\187\img000989.jpg,dataset\taming_transformer\tt-coco_spectrum\img003937.jpg
dataset\big_gan\big\biggan-spectrum\273\img001943.jpg,dataset\big_gan\big\biggan-spectrum\366\img002972.jpg,dataset\taming_transformer\tt-coco_spectrum\img001681.jpg
dataset\taming_transformer\tt-coco_spectrum\img002592.jpg,dataset\taming_transformer\tt-coco_spectrum\img002191.jpg,dataset\big_gan\big\biggan-spectrum\780\img007575.jpg
dataset\taming_transformer\tt-coco_spectrum\img003651.jpg,dataset\taming_transformer\tt-coco_spectrum\img001103.jpg,dataset\big_gan\big\biggan-spectrum\327\img002544.jpg
dataset\taming_transformer\tt-coco_spectrum\img003705.jpg,dataset\taming_transformer\tt-coco_spectrum\img000214.jpg,dataset\big_gan\big\biggan-spectrum\190\img001020.jpg
dataset\taming_transformer\tt-coco_spectrum\img003108.jpg,dataset\taming_transformer\tt-coco_spectrum\img003777.jpg,dataset\big_gan\big\biggan-spectrum\333\img002619.jpg
dataset\big_gan\big\biggan-spectrum\256\img001755.jpg,dataset\big_gan\big\biggan-spectrum\870\img008571.jpg,dataset\taming_transformer\tt-coco_spectrum\img000982.jpg
dataset\big_gan\big\biggan-spectrum\340\img002695.jpg,dataset\big_gan\big\biggan-spectrum\972\img009700.jpg,dataset\taming_transformer\tt-coco_spectrum\img003789.jpg
dataset\taming_transformer\tt-coco_spectrum\img002940.jpg,dataset\taming_transformer\tt-coco_spectrum\img003432.jpg,dataset\big_gan\big\biggan-spectrum\247\img001657.jpg
dataset\big_gan\big\biggan-spectrum\124\img000298.jpg,dataset\big_gan\big\biggan-spectrum\703\img006726.jpg,dataset\taming_transformer\tt-coco_spectrum\img004612.jpg
dataset\taming_transformer\tt-coco_spectrum\img004424.jpg,dataset\taming_transformer\tt-coco_spectrum\img000611.jpg,dataset\big_gan\big\biggan-spectrum\306\img002311.jpg
dataset\big_gan\big\biggan-spectrum\870\img008570.jpg,dataset\big_gan\big\biggan-spectrum\722\img006936.jpg,dataset\taming_transformer\tt-coco_spectrum\img004771.jpg
dataset\big_gan\big\biggan-spectrum\207\img001210.jpg,dataset\big_gan\big\biggan-spectrum\130\img000366.jpg,dataset\taming_transformer\tt-coco_spectrum\img002368.jpg
dataset\big_gan\big\biggan-spectrum\997\img009972.jpg,dataset\big_gan\big\biggan-spectrum\676\img006418.jpg,dataset\taming_transformer\tt-coco_spectrum\img004228.jpg
dataset\big_gan\big\biggan-spectrum\512\img004606.jpg,dataset\big_gan\big\biggan-spectrum\344\img002732.jpg,dataset\taming_transformer\tt-coco_spectrum\img001693.jpg
dataset\big_gan\big\biggan-spectrum\755\img007293.jpg,dataset\big_gan\big\biggan-spectrum\45\img003905.jpg,dataset\taming_transformer\tt-coco_spectrum\img003226.jpg
dataset\big_gan\big\biggan-spectrum\361\img002920.jpg,dataset\big_gan\big\biggan-spectrum\411\img003489.jpg,dataset\taming_transformer\tt-coco_spectrum\img003738.jpg
dataset\big_gan\big\biggan-spectrum\939\img009333.jpg,dataset\big_gan\big\biggan-spectrum\58\img005348.jpg,dataset\taming_transformer\tt-coco_spectrum\img001682.jpg
dataset\taming_transformer\tt-coco_spectrum\img004223.jpg,dataset\taming_transformer\tt-coco_spectrum\img004695.jpg,dataset\big_gan\big\biggan-spectrum\0\img000001.jpg
dataset\taming_transformer\tt-coco_spectrum\img000078.jpg,dataset\taming_transformer\tt-coco_spectrum\img001070.jpg,dataset\big_gan\big\biggan-spectrum\854\img008393.jpg
dataset\big_gan\big\biggan-spectrum\83\img008125.jpg,dataset\big_gan\big\biggan-spectrum\622\img005824.jpg,dataset\taming_transformer\tt-coco_spectrum\img003506.jpg
dataset\taming_transformer\tt-coco_spectrum\img003354.jpg,dataset\taming_transformer\tt-coco_spectrum\img002485.jpg,dataset\big_gan\big\biggan-spectrum\862\img008482.jpg
dataset\taming_transformer\tt-coco_spectrum\img001776.jpg,dataset\taming_transformer\tt-coco_spectrum\img001600.jpg,dataset\big_gan\big\biggan-spectrum\708\img006772.jpg
dataset\big_gan\big\biggan-spectrum\296\img002199.jpg,dataset\big_gan\big\biggan-spectrum\115\img000190.jpg,dataset\taming_transformer\tt-coco_spectrum\img004949.jpg
dataset\taming_transformer\tt-coco_spectrum\img004473.jpg,dataset\taming_transformer\tt-coco_spectrum\img003399.jpg,dataset\big_gan\big\biggan-spectrum\686\img006529.jpg
dataset\big_gan\big\biggan-spectrum\87\img008560.jpg,dataset\big_gan\big\biggan-spectrum\597\img005536.jpg,dataset\taming_transformer\tt-coco_spectrum\img002316.jpg
dataset\big_gan\big\biggan-spectrum\382\img003159.jpg,dataset\big_gan\big\biggan-spectrum\127\img000326.jpg,dataset\taming_transformer\tt-coco_spectrum\img004851.jpg
dataset\big_gan\big\biggan-spectrum\411\img003480.jpg,dataset\big_gan\big\biggan-spectrum\971\img009697.jpg,dataset\taming_transformer\tt-coco_spectrum\img001618.jpg
dataset\big_gan\big\biggan-spectrum\186\img000974.jpg,dataset\big_gan\big\biggan-spectrum\702\img006716.jpg,dataset\taming_transformer\tt-coco_spectrum\img003370.jpg
dataset\taming_transformer\tt-coco_spectrum\img002231.jpg,dataset\taming_transformer\tt-coco_spectrum\img001802.jpg,dataset\big_gan\big\biggan-spectrum\621\img005814.jpg
dataset\taming_transformer\tt-coco_spectrum\img004930.jpg,dataset\taming_transformer\tt-coco_spectrum\img002580.jpg,dataset\big_gan\big\biggan-spectrum\13\img000351.jpg
dataset\big_gan\big\biggan-spectrum\146\img000539.jpg,dataset\big_gan\big\biggan-spectrum\580\img005358.jpg,dataset\taming_transformer\tt-coco_spectrum\img002135.jpg
dataset\big_gan\big\biggan-spectrum\218\img001339.jpg,dataset\big_gan\big\biggan-spectrum\262\img001829.jpg,dataset\taming_transformer\tt-coco_spectrum\img003332.jpg
dataset\taming_transformer\tt-coco_spectrum\img001933.jpg,dataset\taming_transformer\tt-coco_spectrum\img000183.jpg,dataset\big_gan\big\biggan-spectrum\959\img009555.jpg
dataset\big_gan\big\biggan-spectrum\684\img006501.jpg,dataset\big_gan\big\biggan-spectrum\607\img005659.jpg,dataset\taming_transformer\tt-coco_spectrum\img002921.jpg
dataset\taming_transformer\tt-coco_spectrum\img001404.jpg,dataset\taming_transformer\tt-coco_spectrum\img002909.jpg,dataset\big_gan\big\biggan-spectrum\216\img001314.jpg
dataset\big_gan\big\biggan-spectrum\579\img005333.jpg,dataset\big_gan\big\biggan-spectrum\436\img003756.jpg,dataset\taming_transformer\tt-coco_spectrum\img000423.jpg
dataset\big_gan\big\biggan-spectrum\933\img009270.jpg,dataset\big_gan\big\biggan-spectrum\371\img003031.jpg,dataset\taming_transformer\tt-coco_spectrum\img002632.jpg
dataset\big_gan\big\biggan-spectrum\21\img001244.jpg,dataset\big_gan\big\biggan-spectrum\51\img004571.jpg,dataset\taming_transformer\tt-coco_spectrum\img001804.jpg
dataset\taming_transformer\tt-coco_spectrum\img003079.jpg,dataset\taming_transformer\tt-coco_spectrum\img004114.jpg,dataset\big_gan\big\biggan-spectrum\497\img004426.jpg
dataset\big_gan\big\biggan-spectrum\656\img006193.jpg,dataset\big_gan\big\biggan-spectrum\978\img009768.jpg,dataset\taming_transformer\tt-coco_spectrum\img001120.jpg
dataset\big_gan\big\biggan-spectrum\436\img003759.jpg,dataset\big_gan\big\biggan-spectrum\162\img000716.jpg,dataset\taming_transformer\tt-coco_spectrum\img003634.jpg
dataset\big_gan\big\biggan-spectrum\692\img006590.jpg,dataset\big_gan\big\biggan-spectrum\110\img000143.jpg,dataset\taming_transformer\tt-coco_spectrum\img004919.jpg
dataset\big_gan\big\biggan-spectrum\868\img008543.jpg,dataset\big_gan\big\biggan-spectrum\562\img005151.jpg,dataset\taming_transformer\tt-coco_spectrum\img003278.jpg
dataset\taming_transformer\tt-coco_spectrum\img000919.jpg,dataset\taming_transformer\tt-coco_spectrum\img003270.jpg,dataset\big_gan\big\biggan-spectrum\875\img008626.jpg
dataset\big_gan\big\biggan-spectrum\863\img008495.jpg,dataset\big_gan\big\biggan-spectrum\328\img002554.jpg,dataset\taming_transformer\tt-coco_spectrum\img003656.jpg
dataset\taming_transformer\tt-coco_spectrum\img003918.jpg,dataset\taming_transformer\tt-coco_spectrum\img004165.jpg,dataset\big_gan\big\biggan-spectrum\815\img007965.jpg
dataset\big_gan\big\biggan-spectrum\211\img001267.jpg,dataset\big_gan\big\biggan-spectrum\158\img000663.jpg,dataset\taming_transformer\tt-coco_spectrum\img004241.jpg
dataset\big_gan\big\biggan-spectrum\973\img009711.jpg,dataset\big_gan\big\biggan-spectrum\730\img007029.jpg,dataset\taming_transformer\tt-coco_spectrum\img003127.jpg
dataset\big_gan\big\biggan-spectrum\828\img008107.jpg,dataset\big_gan\big\biggan-spectrum\747\img007206.jpg,dataset\taming_transformer\tt-coco_spectrum\img002360.jpg
dataset\big_gan\big\biggan-spectrum\790\img007688.jpg,dataset\big_gan\big\biggan-spectrum\812\img007934.jpg,dataset\taming_transformer\tt-coco_spectrum\img004453.jpg
dataset\taming_transformer\tt-coco_spectrum\img004666.jpg,dataset\taming_transformer\tt-coco_spectrum\img004227.jpg,dataset\big_gan\big\biggan-spectrum\562\img005156.jpg
dataset\taming_transformer\tt-coco_spectrum\img004906.jpg,dataset\taming_transformer\tt-coco_spectrum\img001894.jpg,dataset\big_gan\big\biggan-spectrum\375\img003073.jpg
dataset\taming_transformer\tt-coco_spectrum\img004936.jpg,dataset\taming_transformer\tt-coco_spectrum\img000519.jpg,dataset\big_gan\big\biggan-spectrum\38\img003120.jpg
dataset\big_gan\big\biggan-spectrum\173\img000833.jpg,dataset\big_gan\big\biggan-spectrum\914\img009067.jpg,dataset\taming_transformer\tt-coco_spectrum\img002870.jpg
dataset\big_gan\big\biggan-spectrum\813\img007949.jpg,dataset\big_gan\big\biggan-spectrum\96\img009564.jpg,dataset\taming_transformer\tt-coco_spectrum\img003375.jpg
dataset\big_gan\big\biggan-spectrum\314\img002408.jpg,dataset\big_gan\big\biggan-spectrum\517\img004651.jpg,dataset\taming_transformer\tt-coco_spectrum\img001365.jpg
dataset\taming_transformer\tt-coco_spectrum\img004671.jpg,dataset\taming_transformer\tt-coco_spectrum\img001228.jpg,dataset\big_gan\big\biggan-spectrum\321\img002488.jpg
dataset\taming_transformer\tt-coco_spectrum\img001226.jpg,dataset\taming_transformer\tt-coco_spectrum\img001658.jpg,dataset\big_gan\big\biggan-spectrum\109\img000127.jpg
dataset\taming_transformer\tt-coco_spectrum\img003143.jpg,dataset\taming_transformer\tt-coco_spectrum\img000139.jpg,dataset\big_gan\big\biggan-spectrum\327\img002545.jpg
dataset\taming_transformer\tt-coco_spectrum\img004857.jpg,dataset\taming_transformer\tt-coco_spectrum\img001555.jpg,dataset\big_gan\big\biggan-spectrum\705\img006747.jpg
dataset\taming_transformer\tt-coco_spectrum\img003169.jpg,dataset\taming_transformer\tt-coco_spectrum\img002026.jpg,dataset\big_gan\big\biggan-spectrum\467\img004094.jpg
dataset\big_gan\big\biggan-spectrum\433\img003729.jpg,dataset\big_gan\big\biggan-spectrum\341\img002702.jpg,dataset\taming_transformer\tt-coco_spectrum\img003961.jpg
dataset\big_gan\big\biggan-spectrum\637\img005980.jpg,dataset\big_gan\big\biggan-spectrum\316\img002425.jpg,dataset\taming_transformer\tt-coco_spectrum\img003514.jpg
dataset\taming_transformer\tt-coco_spectrum\img001332.jpg,dataset\taming_transformer\tt-coco_spectrum\img000243.jpg,dataset\big_gan\big\biggan-spectrum\768\img007436.jpg
dataset\taming_transformer\tt-coco_spectrum\img002582.jpg,dataset\taming_transformer\tt-coco_spectrum\img002990.jpg,dataset\big_gan\big\biggan-spectrum\956\img009525.jpg
dataset\taming_transformer\tt-coco_spectrum\img001657.jpg,dataset\taming_transformer\tt-coco_spectrum\img003108.jpg,dataset\big_gan\big\biggan-spectrum\473\img004168.jpg
dataset\taming_transformer\tt-coco_spectrum\img003488.jpg,dataset\taming_transformer\tt-coco_spectrum\img004434.jpg,dataset\big_gan\big\biggan-spectrum\757\img007317.jpg
dataset\big_gan\big\biggan-spectrum\900\img008918.jpg,dataset\big_gan\big\biggan-spectrum\720\img006916.jpg,dataset\taming_transformer\tt-coco_spectrum\img001362.jpg
dataset\taming_transformer\tt-coco_spectrum\img002392.jpg,dataset\taming_transformer\tt-coco_spectrum\img000027.jpg,dataset\big_gan\big\biggan-spectrum\247\img001650.jpg
dataset\taming_transformer\tt-coco_spectrum\img004671.jpg,dataset\taming_transformer\tt-coco_spectrum\img002114.jpg,dataset\big_gan\big\biggan-spectrum\28\img002016.jpg
dataset\big_gan\big\biggan-spectrum\913\img009056.jpg,dataset\big_gan\big\biggan-spectrum\510\img004583.jpg,dataset\taming_transformer\tt-coco_spectrum\img002058.jpg
dataset\big_gan\big\biggan-spectrum\140\img000477.jpg,dataset\big_gan\big\biggan-spectrum\419\img003567.jpg,dataset\taming_transformer\tt-coco_spectrum\img001208.jpg
dataset\big_gan\big\biggan-spectrum\789\img007663.jpg,dataset\big_gan\big\biggan-spectrum\73\img007013.jpg,dataset\taming_transformer\tt-coco_spectrum\img000645.jpg
dataset\big_gan\big\biggan-spectrum\56\img005128.jpg,dataset\big_gan\big\biggan-spectrum\864\img008505.jpg,dataset\taming_transformer\tt-coco_spectrum\img002073.jpg
dataset\taming_transformer\tt-coco_spectrum\img000733.jpg,dataset\taming_transformer\tt-coco_spectrum\img000103.jpg,dataset\big_gan\big\biggan-spectrum\525\img004741.jpg
dataset\big_gan\big\biggan-spectrum\893\img008826.jpg,dataset\big_gan\big\biggan-spectrum\895\img008842.jpg,dataset\taming_transformer\tt-coco_spectrum\img004768.jpg
dataset\taming_transformer\tt-coco_spectrum\img004572.jpg,dataset\taming_transformer\tt-coco_spectrum\img001498.jpg,dataset\big_gan\big\biggan-spectrum\454\img003952.jpg
dataset\taming_transformer\tt-coco_spectrum\img003276.jpg,dataset\taming_transformer\tt-coco_spectrum\img003344.jpg,dataset\big_gan\big\biggan-spectrum\586\img005411.jpg
dataset\taming_transformer\tt-coco_spectrum\img003692.jpg,dataset\taming_transformer\tt-coco_spectrum\img004379.jpg,dataset\big_gan\big\biggan-spectrum\338\img002664.jpg
dataset\taming_transformer\tt-coco_spectrum\img000373.jpg,dataset\taming_transformer\tt-coco_spectrum\img004406.jpg,dataset\big_gan\big\biggan-spectrum\573\img005279.jpg
dataset\big_gan\big\biggan-spectrum\879\img008666.jpg,dataset\big_gan\big\biggan-spectrum\856\img008416.jpg,dataset\taming_transformer\tt-coco_spectrum\img001988.jpg
dataset\big_gan\big\biggan-spectrum\563\img005162.jpg,dataset\big_gan\big\biggan-spectrum\510\img004589.jpg,dataset\taming_transformer\tt-coco_spectrum\img002670.jpg
dataset\big_gan\big\biggan-spectrum\252\img001717.jpg,dataset\big_gan\big\biggan-spectrum\747\img007200.jpg,dataset\taming_transformer\tt-coco_spectrum\img000070.jpg
dataset\taming_transformer\tt-coco_spectrum\img002469.jpg,dataset\taming_transformer\tt-coco_spectrum\img001042.jpg,dataset\big_gan\big\biggan-spectrum\618\img005775.jpg
dataset\taming_transformer\tt-coco_spectrum\img002307.jpg,dataset\taming_transformer\tt-coco_spectrum\img003701.jpg,dataset\big_gan\big\biggan-spectrum\945\img009405.jpg
dataset\taming_transformer\tt-coco_spectrum\img001465.jpg,dataset\taming_transformer\tt-coco_spectrum\img004413.jpg,dataset\big_gan\big\biggan-spectrum\99\img009891.jpg
dataset\big_gan\big\biggan-spectrum\598\img005540.jpg,dataset\big_gan\big\biggan-spectrum\325\img002524.jpg,dataset\taming_transformer\tt-coco_spectrum\img004379.jpg
dataset\big_gan\big\biggan-spectrum\650\img006132.jpg,dataset\big_gan\big\biggan-spectrum\985\img009845.jpg,dataset\taming_transformer\tt-coco_spectrum\img004164.jpg
dataset\big_gan\big\biggan-spectrum\910\img009024.jpg,dataset\big_gan\big\biggan-spectrum\230\img001479.jpg,dataset\taming_transformer\tt-coco_spectrum\img001115.jpg
dataset\big_gan\big\biggan-spectrum\158\img000668.jpg,dataset\big_gan\big\biggan-spectrum\909\img009009.jpg,dataset\taming_transformer\tt-coco_spectrum\img004381.jpg
dataset\big_gan\big\biggan-spectrum\669\img006336.jpg,dataset\big_gan\big\biggan-spectrum\461\img004033.jpg,dataset\taming_transformer\tt-coco_spectrum\img004520.jpg
dataset\taming_transformer\tt-coco_spectrum\img000066.jpg,dataset\taming_transformer\tt-coco_spectrum\img000041.jpg,dataset\big_gan\big\biggan-spectrum\417\img003541.jpg
dataset\taming_transformer\tt-coco_spectrum\img000289.jpg,dataset\taming_transformer\tt-coco_spectrum\img002445.jpg,dataset\big_gan\big\biggan-spectrum\83\img008124.jpg
dataset\big_gan\big\biggan-spectrum\375\img003073.jpg,dataset\big_gan\big\biggan-spectrum\288\img002102.jpg,dataset\taming_transformer\tt-coco_spectrum\img000833.jpg
dataset\big_gan\big\biggan-spectrum\156\img000649.jpg,dataset\big_gan\big\biggan-spectrum\616\img005753.jpg,dataset\taming_transformer\tt-coco_spectrum\img000994.jpg
dataset\taming_transformer\tt-coco_spectrum\img004493.jpg,dataset\taming_transformer\tt-coco_spectrum\img002684.jpg,dataset\big_gan\big\biggan-spectrum\832\img008157.jpg
dataset\big_gan\big\biggan-spectrum\456\img003971.jpg,dataset\big_gan\big\biggan-spectrum\852\img008375.jpg,dataset\taming_transformer\tt-coco_spectrum\img000132.jpg
dataset\big_gan\big\biggan-spectrum\216\img001317.jpg,dataset\big_gan\big\biggan-spectrum\508\img004552.jpg,dataset\taming_transformer\tt-coco_spectrum\img002660.jpg
dataset\taming_transformer\tt-coco_spectrum\img002473.jpg,dataset\taming_transformer\tt-coco_spectrum\img000514.jpg,dataset\big_gan\big\biggan-spectrum\122\img000274.jpg
dataset\taming_transformer\tt-coco_spectrum\img004356.jpg,dataset\taming_transformer\tt-coco_spectrum\img002099.jpg,dataset\big_gan\big\biggan-spectrum\764\img007396.jpg
dataset\big_gan\big\biggan-spectrum\551\img005036.jpg,dataset\big_gan\big\biggan-spectrum\480\img004246.jpg,dataset\taming_transformer\tt-coco_spectrum\img002085.jpg
dataset\taming_transformer\tt-coco_spectrum\img003907.jpg,dataset\taming_transformer\tt-coco_spectrum\img001643.jpg,dataset\big_gan\big\biggan-spectrum\12\img000244.jpg
dataset\taming_transformer\tt-coco_spectrum\img004411.jpg,dataset\taming_transformer\tt-coco_spectrum\img003643.jpg,dataset\big_gan\big\biggan-spectrum\838\img008214.jpg
dataset\taming_transformer\tt-coco_spectrum\img003380.jpg,dataset\taming_transformer\tt-coco_spectrum\img004475.jpg,dataset\big_gan\big\biggan-spectrum\873\img008600.jpg
dataset\big_gan\big\biggan-spectrum\362\img002933.jpg,dataset\big_gan\big\biggan-spectrum\401\img003379.jpg,dataset\taming_transformer\tt-coco_spectrum\img002101.jpg
dataset\big_gan\big\biggan-spectrum\229\img001453.jpg,dataset\big_gan\big\biggan-spectrum\784\img007619.jpg,dataset\taming_transformer\tt-coco_spectrum\img003502.jpg
dataset\taming_transformer\tt-coco_spectrum\img000533.jpg,dataset\taming_transformer\tt-coco_spectrum\img002730.jpg,dataset\big_gan\big\biggan-spectrum\538\img004888.jpg
dataset\big_gan\big\biggan-spectrum\928\img009216.jpg,dataset\big_gan\big\biggan-spectrum\529\img004781.jpg,dataset\taming_transformer\tt-coco_spectrum\img000141.jpg
dataset\taming_transformer\tt-coco_spectrum\img000559.jpg,dataset\taming_transformer\tt-coco_spectrum\img000277.jpg,dataset\big_gan\big\biggan-spectrum\774\img007506.jpg
dataset\taming_transformer\tt-coco_spectrum\img002408.jpg,dataset\taming_transformer\tt-coco_spectrum\img001905.jpg,dataset\big_gan\big\biggan-spectrum\843\img008270.jpg
dataset\taming_transformer\tt-coco_spectrum\img001946.jpg,dataset\taming_transformer\tt-coco_spectrum\img000164.jpg,dataset\big_gan\big\biggan-spectrum\537\img004876.jpg
dataset\big_gan\big\biggan-spectrum\462\img004040.jpg,dataset\big_gan\big\biggan-spectrum\327\img002549.jpg,dataset\taming_transformer\tt-coco_spectrum\img004464.jpg
dataset\taming_transformer\tt-coco_spectrum\img000438.jpg,dataset\taming_transformer\tt-coco_spectrum\img000949.jpg,dataset\big_gan\big\biggan-spectrum\558\img005107.jpg
dataset\big_gan\big\biggan-spectrum\127\img000329.jpg,dataset\big_gan\big\biggan-spectrum\192\img001041.jpg,dataset\taming_transformer\tt-coco_spectrum\img002248.jpg
dataset\taming_transformer\tt-coco_spectrum\img003875.jpg,dataset\taming_transformer\tt-coco_spectrum\img001031.jpg,dataset\big_gan\big\biggan-spectrum\128\img000337.jpg
dataset\taming_transformer\tt-coco_spectrum\img003240.jpg,dataset\taming_transformer\tt-coco_spectrum\img002692.jpg,dataset\big_gan\big\biggan-spectrum\763\img007388.jpg
